carrinho_id,cliente_id,data_criacao,data_ultima_atividade,data_abandono,status,motivo_abandono,valor_subtotal,valor_frete,valor_desconto,valor_total,duracao_sessao_minutos,dispositivo,browser,canal_origem,cliente_novo,tem_conta_criada,created_at,updated_at
25,26,2026-05-12 15:07:00+00:00,2026-05-12 15:26:00+00:00,2026-05-12 15:26:00+00:00,abandonado,frete,328.03,17.03,0.0,345.06,30,mobile,Chrome Mobile,facebook,False,True,2026-05-12 15:07:00+00:00,2026-05-12 15:26:00+00:00
26,1158,2026-05-09 12:13:00+00:00,2026-05-09 13:40:00+00:00,,comprado,,200.28,32.72,0.0,233.0,87,mobile,Chrome Mobile,instagram,False,True,2026-05-09 12:13:00+00:00,2026-05-09 13:40:00+00:00
27,138,2026-02-01 12:28:00+00:00,2026-02-01 13:41:00+00:00,,comprado,,188.76,24.56,0.0,213.32,73,desktop,Chrome,facebook,False,True,2026-02-01 12:28:00+00:00,2026-02-01 13:41:00+00:00
28,422,2026-06-24 11:21:00+00:00,2026-06-24 11:45:00+00:00,2026-06-24 11:45:00+00:00,comprado,estoque,161.18,20.59,13.21,168.56,25,desktop,Edge,instagram,False,True,2026-06-24 11:21:00+00:00,2026-06-24 11:45:00+00:00
29,470,2026-04-15 15:15:00+00:00,2026-04-15 15:35:00+00:00,,ativo,,81.56,25.79,0.0,107.35,20,desktop,Chrome,direct,False,True,2026-04-15 15:15:00+00:00,2026-04-15 15:35:00+00:00
30,211,2026-06-24 17:11:00+00:00,2026-06-24 17:16:00+00:00,2026-06-24 17:16:00+00:00,abandonado,estoque,765.67,9.63,0.0,775.3,4,mobile,Safari Mobile,instagram,False,True,2026-06-24 17:11:00+00:00,2026-06-24 17:16:00+00:00
31,977,2026-02-27 23:46:00+00:00,2026-02-28 00:45:00+00:00,,ativo,,429.66,12.8,0.0,442.46,59,mobile,Chrome Mobile,instagram,False,True,2026-02-27 23:46:00+00:00,2026-02-28 00:45:00+00:00
32,1461,2026-02-10 19:40:00+00:00,2026-02-10 19:45:00+00:00,2026-02-10 19:45:00+00:00,abandonado,pagamento,312.81,20.86,0.0,393.34,4,desktop,Safari,outros,False,True,2026-02-10 19:40:00+00:00,2026-02-10 19:45:00+00:00
33,1436,2026-05-08 02:45:00+00:00,2026-05-08 02:57:00+00:00,2026-05-08 02:57:00+00:00,expirado,frete,48.79,28.05,0.0,76.84,38,desktop,Edge,instagram,True,True,2026-05-08 02:45:00+00:00,2026-05-08 02:57:00+00:00
34,347,2026-05-22 22:25:00+00:00,2026-05-22 22:34:00+00:00,2026-05-22 22:34:00+00:00,abandonado,frete,39.45,22.78,0.0,62.23,38,mobile,Chrome Mobile,email,True,False,2026-05-22 22:25:00+00:00,2026-05-22 22:34:00+00:00
35,761,2026-01-11 01:40:00+00:00,2026-01-11 01:46:00+00:00,2026-01-11 01:46:00+00:00,abandonado,preco,368.17,11.0,0.0,379.17,10,mobile,Safari Mobile,facebook,False,True,2026-01-11 01:40:00+00:00,2026-01-11 01:46:00+00:00
36,1146,2026-06-01 13:38:00+00:00,2026-06-01 13:49:00+00:00,2026-06-01 13:49:00+00:00,abandonado,frete,752.15,29.57,0.0,781.72,27,mobile,Chrome Mobile,google,True,False,2026-06-01 13:38:00+00:00,2026-06-01 13:49:00+00:00
37,538,2026-06-25 17:23:00+00:00,2026-06-25 17:28:00+00:00,2026-06-25 17:28:00+00:00,abandonado,pagamento,755.86,27.26,0.0,783.12,4,desktop,Safari,google,True,True,2026-06-25 17:23:00+00:00,2026-06-25 17:28:00+00:00
38,759,2026-02-21 17:05:00+00:00,2026-02-21 17:10:00+00:00,2026-02-21 17:10:00+00:00,abandonado,frete,711.53,13.72,0.0,725.25,7,desktop,Edge,google,False,True,2026-02-21 17:05:00+00:00,2026-02-21 17:10:00+00:00
39,996,2026-06-19 10:37:00+00:00,2026-06-19 10:46:00+00:00,2026-06-19 10:46:00+00:00,abandonado,pagamento,901.85,24.8,0.0,926.65,19,mobile,Chrome Mobile,outros,False,True,2026-06-19 10:37:00+00:00,2026-06-19 10:46:00+00:00
40,932,2026-01-04 02:04:00+00:00,2026-01-04 02:27:00+00:00,2026-01-04 02:27:00+00:00,abandonado,frete,686.31,11.42,0.0,697.73,36,desktop,Chrome,google,False,True,2026-01-04 02:04:00+00:00,2026-01-04 02:27:00+00:00
41,222,2026-05-08 12:20:00+00:00,2026-05-08 12:51:00+00:00,,ativo,,42.08,17.96,0.0,60.04,31,desktop,Edge,email,True,False,2026-05-08 12:20:00+00:00,2026-05-08 12:51:00+00:00
42,1453,2026-01-23 14:18:00+00:00,2026-01-23 15:11:00+00:00,,comprado,,150.77,13.07,0.0,163.84,53,mobile,Safari Mobile,google,True,True,2026-01-23 14:18:00+00:00,2026-01-23 15:11:00+00:00
43,562,2026-05-01 15:30:00+00:00,2026-05-01 16:36:00+00:00,,comprado,,509.5,20.21,0.0,529.71,66,tablet,Safari,instagram,False,True,2026-05-01 15:30:00+00:00,2026-05-01 16:36:00+00:00
44,1188,2026-01-20 19:23:00+00:00,2026-01-20 19:31:00+00:00,2026-01-20 19:31:00+00:00,abandonado,indecisao,154.09,30.05,0.0,184.14,10,desktop,Chrome,direct,False,True,2026-01-20 19:23:00+00:00,2026-01-20 19:31:00+00:00
45,564,2026-03-10 11:53:00+00:00,2026-03-10 12:21:00+00:00,,comprado,,120.9,34.8,0.0,155.7,28,desktop,Chrome,outros,False,True,2026-03-10 11:53:00+00:00,2026-03-10 12:21:00+00:00
46,1396,2026-06-02 02:38:00+00:00,2026-06-02 02:43:00+00:00,2026-06-02 02:43:00+00:00,abandonado,indecisao,466.41,17.14,0.0,483.55,3,mobile,Samsung Internet,facebook,False,True,2026-06-02 02:38:00+00:00,2026-06-02 02:43:00+00:00
47,868,2026-04-01 22:38:00+00:00,2026-04-01 22:49:00+00:00,2026-04-01 22:49:00+00:00,abandonado,indecisao,168.78,17.69,0.0,186.47,26,desktop,Firefox,google,False,True,2026-04-01 22:38:00+00:00,2026-04-01 22:49:00+00:00
48,390,2026-03-03 18:40:00+00:00,2026-03-03 19:12:00+00:00,,comprado,,146.36,26.51,0.0,172.87,32,mobile,Safari Mobile,email,False,True,2026-03-03 18:40:00+00:00,2026-03-03 19:12:00+00:00
49,177,2026-03-25 00:19:00+00:00,2026-03-25 00:49:00+00:00,2026-03-25 00:49:00+00:00,abandonado,preco,709.81,43.24,0.0,753.05,43,mobile,Samsung Internet,google,False,True,2026-03-25 00:19:00+00:00,2026-03-25 00:49:00+00:00
50,865,2026-04-20 21:51:00+00:00,2026-04-20 22:00:00+00:00,2026-04-20 22:00:00+00:00,recuperado,frete,670.56,28.0,82.91,615.65,10,mobile,Safari Mobile,direct,False,True,2026-04-20 21:51:00+00:00,2026-04-20 22:00:00+00:00
51,1075,2026-01-06 23:36:00+00:00,2026-01-07 00:03:00+00:00,2026-01-07 00:03:00+00:00,abandonado,frete,181.19,24.71,0.0,205.9,28,desktop,Firefox,instagram,False,True,2026-01-06 23:36:00+00:00,2026-01-07 00:03:00+00:00
52,750,2026-05-10 17:52:00+00:00,2026-05-10 18:01:00+00:00,2026-05-10 18:01:00+00:00,abandonado,pagamento,306.65,21.77,0.0,328.42,19,desktop,Chrome,instagram,False,True,2026-05-10 17:52:00+00:00,2026-05-10 18:01:00+00:00
53,243,2026-05-08 15:14:00+00:00,2026-05-08 15:30:00+00:00,2026-05-08 15:30:00+00:00,abandonado,preco,276.53,19.79,0.0,296.32,18,desktop,Edge,email,False,True,2026-05-08 15:14:00+00:00,2026-05-08 15:30:00+00:00
54,821,2026-01-12 11:05:00+00:00,2026-01-12 11:45:00+00:00,,ativo,,473.05,36.12,0.0,509.17,40,mobile,Safari Mobile,google,False,True,2026-01-12 11:05:00+00:00,2026-01-12 11:45:00+00:00
55,889,2026-02-21 11:11:00+00:00,2026-02-21 11:39:00+00:00,,comprado,,101.78,11.8,0.0,113.58,28,tablet,Chrome,instagram,False,True,2026-02-21 11:11:00+00:00,2026-02-21 11:39:00+00:00
56,345,2026-06-11 02:44:00+00:00,2026-06-11 03:06:00+00:00,2026-06-11 03:06:00+00:00,abandonado,pagamento,438.81,34.89,0.0,473.7,38,tablet,Chrome,direct,False,True,2026-06-11 02:44:00+00:00,2026-06-11 03:06:00+00:00
57,286,2026-04-27 18:58:00+00:00,2026-04-27 19:09:00+00:00,2026-04-27 19:09:00+00:00,abandonado,indecisao,142.13,37.32,0.0,179.45,38,desktop,Safari,google,True,True,2026-04-27 18:58:00+00:00,2026-04-27 19:09:00+00:00
58,149,2026-04-18 01:47:00+00:00,2026-04-18 02:09:00+00:00,2026-04-18 02:09:00+00:00,abandonado,preco,134.16,34.75,0.0,168.91,22,mobile,Samsung Internet,email,False,True,2026-04-18 01:47:00+00:00,2026-04-18 02:09:00+00:00
59,1275,2026-05-20 16:52:00+00:00,2026-05-20 17:10:00+00:00,2026-05-20 17:10:00+00:00,abandonado,nao_informado,484.68,6.24,0.0,490.92,24,tablet,Chrome,direct,False,True,2026-05-20 16:52:00+00:00,2026-05-20 17:10:00+00:00
60,323,2026-02-17 18:13:00+00:00,2026-02-17 18:37:00+00:00,,comprado,,760.27,11.53,0.0,771.8,24,mobile,Samsung Internet,direct,False,True,2026-02-17 18:13:00+00:00,2026-02-17 18:37:00+00:00
61,308,2026-06-22 00:06:00+00:00,2026-06-22 00:14:00+00:00,2026-06-22 00:14:00+00:00,abandonado,preco,410.53,32.01,0.0,442.54,15,mobile,Chrome Mobile,direct,False,True,2026-06-22 00:06:00+00:00,2026-06-22 00:14:00+00:00
62,1187,2026-04-26 14:19:00+00:00,2026-04-26 15:02:00+00:00,2026-04-26 15:02:00+00:00,abandonado,frete,349.41,44.88,0.0,394.29,44,desktop,Chrome,direct,False,True,2026-04-26 14:19:00+00:00,2026-04-26 15:02:00+00:00
63,6,2026-03-05 22:59:00+00:00,2026-03-05 23:09:00+00:00,2026-03-05 23:09:00+00:00,abandonado,frete,60.22,6.69,0.0,66.91,10,tablet,Chrome,direct,False,True,2026-03-05 22:59:00+00:00,2026-03-05 23:09:00+00:00
64,36,2026-03-26 16:35:00+00:00,2026-03-26 16:41:00+00:00,2026-03-26 16:41:00+00:00,abandonado,frete,460.03,9.48,0.0,469.51,29,mobile,Safari Mobile,facebook,True,True,2026-03-26 16:35:00+00:00,2026-03-26 16:41:00+00:00
65,1001,2026-04-03 10:58:00+00:00,2026-04-03 11:08:00+00:00,2026-04-03 11:08:00+00:00,expirado,frete,122.42,38.6,0.0,161.02,11,desktop,Chrome,facebook,False,True,2026-04-03 10:58:00+00:00,2026-04-03 11:08:00+00:00
66,971,2026-01-26 00:02:00+00:00,2026-01-26 00:16:00+00:00,2026-01-26 00:16:00+00:00,abandonado,preco,293.68,38.65,0.0,332.33,21,desktop,Edge,google,False,True,2026-01-26 00:02:00+00:00,2026-01-26 00:16:00+00:00
67,297,2026-06-18 19:55:00+00:00,2026-06-18 20:02:00+00:00,2026-06-18 20:02:00+00:00,expirado,indecisao,30.96,15.13,0.0,46.09,39,desktop,Chrome,direct,False,True,2026-06-18 19:55:00+00:00,2026-06-18 20:02:00+00:00
68,846,2026-04-21 13:27:00+00:00,2026-04-21 13:37:00+00:00,2026-04-21 13:37:00+00:00,abandonado,estoque,187.68,11.9,0.0,199.58,29,mobile,Chrome Mobile,facebook,True,True,2026-04-21 13:27:00+00:00,2026-04-21 13:37:00+00:00
69,114,2026-02-04 00:47:00+00:00,2026-02-04 01:25:00+00:00,,comprado,,881.68,7.93,0.0,1033.23,38,desktop,Chrome,email,False,True,2026-02-04 00:47:00+00:00,2026-02-04 01:25:00+00:00
70,387,2026-02-05 18:56:00+00:00,2026-02-05 20:20:00+00:00,,comprado,,34.98,32.79,0.0,67.77,84,mobile,Safari Mobile,google,False,True,2026-02-05 18:56:00+00:00,2026-02-05 20:20:00+00:00
71,128,2026-02-24 01:26:00+00:00,2026-02-24 01:54:00+00:00,2026-02-24 01:54:00+00:00,abandonado,nao_informado,434.7,22.31,0.0,457.01,42,mobile,Samsung Internet,direct,False,True,2026-02-24 01:26:00+00:00,2026-02-24 01:54:00+00:00
72,1221,2026-05-28 19:55:00+00:00,2026-05-28 21:15:00+00:00,,comprado,,717.61,33.88,0.0,751.49,80,mobile,Samsung Internet,google,False,True,2026-05-28 19:55:00+00:00,2026-05-28 21:15:00+00:00
73,168,2026-04-19 09:43:00+00:00,2026-04-19 09:50:00+00:00,2026-04-19 09:50:00+00:00,abandonado,nao_informado,83.66,32.84,0.0,116.5,19,mobile,Chrome Mobile,facebook,False,True,2026-04-19 09:43:00+00:00,2026-04-19 09:50:00+00:00
74,365,2026-05-28 13:38:00+00:00,2026-05-28 13:49:00+00:00,2026-05-28 13:49:00+00:00,abandonado,preco,198.82,42.19,0.0,241.01,15,mobile,Samsung Internet,outros,False,True,2026-05-28 13:38:00+00:00,2026-05-28 13:49:00+00:00
75,319,2026-03-24 13:16:00+00:00,2026-03-24 13:22:00+00:00,2026-03-24 13:22:00+00:00,abandonado,estoque,658.12,9.78,0.0,667.9,6,mobile,Chrome Mobile,instagram,False,True,2026-03-24 13:16:00+00:00,2026-03-24 13:22:00+00:00
76,734,2026-02-25 14:07:00+00:00,2026-02-25 14:19:00+00:00,,ativo,,223.01,13.29,0.0,236.3,12,desktop,Firefox,facebook,False,True,2026-02-25 14:07:00+00:00,2026-02-25 14:19:00+00:00
77,510,2026-02-04 10:23:00+00:00,2026-02-04 10:37:00+00:00,2026-02-04 10:37:00+00:00,abandonado,pagamento,370.96,19.83,0.0,390.79,43,tablet,Safari,google,True,True,2026-02-04 10:23:00+00:00,2026-02-04 10:37:00+00:00
78,567,2026-01-26 16:07:00+00:00,2026-01-26 16:22:00+00:00,2026-01-26 16:22:00+00:00,abandonado,pagamento,116.64,7.58,0.0,124.22,41,mobile,Chrome Mobile,direct,False,True,2026-01-26 16:07:00+00:00,2026-01-26 16:22:00+00:00
79,39,2026-06-10 14:50:00+00:00,2026-06-10 15:08:00+00:00,2026-06-10 15:08:00+00:00,abandonado,preco,364.93,11.14,0.0,376.07,22,mobile,Chrome Mobile,google,False,True,2026-06-10 14:50:00+00:00,2026-06-10 15:08:00+00:00
80,1486,2026-02-09 09:17:00+00:00,2026-02-09 10:01:00+00:00,,comprado,,248.99,29.46,0.0,278.45,44,desktop,Safari,google,False,True,2026-02-09 09:17:00+00:00,2026-02-09 10:01:00+00:00
81,680,2026-03-26 14:54:00+00:00,2026-03-26 15:21:00+00:00,,ativo,,72.84,9.62,0.0,82.46,27,desktop,Chrome,google,False,True,2026-03-26 14:54:00+00:00,2026-03-26 15:21:00+00:00
82,654,2026-03-16 13:00:00+00:00,2026-03-16 13:05:00+00:00,2026-03-16 13:05:00+00:00,abandonado,preco,95.13,27.18,0.0,122.31,6,mobile,Samsung Internet,google,False,True,2026-03-16 13:00:00+00:00,2026-03-16 13:05:00+00:00
83,1153,2026-05-08 10:59:00+00:00,2026-05-08 11:14:00+00:00,2026-05-08 11:14:00+00:00,abandonado,nao_informado,229.49,29.04,0.0,258.53,36,mobile,Samsung Internet,direct,False,True,2026-05-08 10:59:00+00:00,2026-05-08 11:14:00+00:00
84,374,2026-03-22 20:21:00+00:00,2026-03-22 20:42:00+00:00,2026-03-22 20:42:00+00:00,expirado,nao_informado,98.32,41.66,0.0,139.98,43,desktop,Chrome,instagram,False,True,2026-03-22 20:21:00+00:00,2026-03-22 20:42:00+00:00
85,1092,2026-05-26 02:34:00+00:00,2026-05-26 02:41:00+00:00,2026-05-26 02:41:00+00:00,expirado,pagamento,616.7,29.75,0.0,646.45,10,mobile,Samsung Internet,instagram,False,True,2026-05-26 02:34:00+00:00,2026-05-26 02:41:00+00:00
86,1072,2026-04-13 15:25:00+00:00,2026-04-13 15:32:00+00:00,2026-04-13 15:32:00+00:00,abandonado,preco,71.45,35.89,0.0,107.34,18,desktop,Chrome,google,False,True,2026-04-13 15:25:00+00:00,2026-04-13 15:32:00+00:00
87,677,2026-04-28 13:21:00+00:00,2026-04-28 13:45:00+00:00,2026-04-28 13:45:00+00:00,expirado,frete,69.74,41.06,0.0,136.59,40,desktop,Safari,direct,False,True,2026-04-28 13:21:00+00:00,2026-04-28 13:45:00+00:00
88,542,2026-05-20 11:45:00+00:00,2026-05-20 12:58:00+00:00,,comprado,,271.25,44.72,0.0,222.72,73,mobile,Safari Mobile,google,True,True,2026-05-20 11:45:00+00:00,2026-05-20 12:58:00+00:00
89,639,2026-03-10 22:05:00+00:00,2026-03-10 22:13:00+00:00,2026-03-10 22:13:00+00:00,expirado,nao_informado,37.08,5.88,0.0,42.96,10,mobile,Safari Mobile,email,False,True,2026-03-10 22:05:00+00:00,2026-03-10 22:13:00+00:00
90,664,2026-01-16 17:07:00+00:00,2026-01-16 17:12:00+00:00,2026-01-16 17:12:00+00:00,expirado,estoque,465.77,24.23,0.0,490.0,13,tablet,Safari,direct,True,False,2026-01-16 17:07:00+00:00,2026-01-16 17:12:00+00:00
91,790,2026-05-09 20:11:00+00:00,2026-05-09 20:27:00+00:00,,ativo,,330.21,12.23,0.0,342.44,16,mobile,Safari Mobile,direct,False,True,2026-05-09 20:11:00+00:00,2026-05-09 20:27:00+00:00
92,998,2026-06-11 10:08:00+00:00,2026-06-11 10:23:00+00:00,2026-06-11 10:23:00+00:00,expirado,pagamento,376.47,25.97,0.0,402.44,21,mobile,Chrome Mobile,direct,True,True,2026-06-11 10:08:00+00:00,2026-06-11 10:23:00+00:00
93,218,2026-03-14 02:04:00+00:00,2026-03-14 02:19:00+00:00,,comprado,,116.57,39.21,0.0,155.78,15,mobile,Safari Mobile,email,True,True,2026-03-14 02:04:00+00:00,2026-03-14 02:19:00+00:00
94,692,2026-03-20 18:17:00+00:00,2026-03-20 18:24:00+00:00,2026-03-20 18:24:00+00:00,recuperado,pagamento,226.87,27.33,18.49,235.71,22,mobile,Samsung Internet,email,False,True,2026-03-20 18:17:00+00:00,2026-03-20 18:24:00+00:00
95,497,2026-02-02 22:44:00+00:00,2026-02-02 23:09:00+00:00,2026-02-02 23:09:00+00:00,abandonado,indecisao,983.21,18.7,0.0,1001.91,42,desktop,Chrome,email,False,True,2026-02-02 22:44:00+00:00,2026-02-02 23:09:00+00:00
96,1288,2026-04-27 14:22:00+00:00,2026-04-27 15:04:00+00:00,,ativo,,437.66,8.62,0.0,446.28,42,tablet,Safari,direct,False,True,2026-04-27 14:22:00+00:00,2026-04-27 15:04:00+00:00
97,1417,2026-05-27 18:09:00+00:00,2026-05-27 18:15:00+00:00,2026-05-27 18:15:00+00:00,abandonado,pagamento,429.56,29.34,0.0,458.9,6,desktop,Firefox,google,False,True,2026-05-27 18:09:00+00:00,2026-05-27 18:15:00+00:00
98,1109,2026-04-26 17:00:00+00:00,2026-04-26 17:40:00+00:00,,comprado,,74.26,44.29,0.0,118.55,40,tablet,Chrome,facebook,False,True,2026-04-26 17:00:00+00:00,2026-04-26 17:40:00+00:00
99,1172,2026-02-07 14:59:00+00:00,2026-02-07 15:06:00+00:00,2026-02-07 15:06:00+00:00,abandonado,preco,251.0,36.76,0.0,287.76,12,mobile,Samsung Internet,email,False,True,2026-02-07 14:59:00+00:00,2026-02-07 15:06:00+00:00
100,526,2026-01-09 18:23:00+00:00,2026-01-09 18:34:00+00:00,2026-01-09 18:34:00+00:00,abandonado,frete,74.78,21.59,0.0,96.37,13,mobile,Safari Mobile,facebook,False,True,2026-01-09 18:23:00+00:00,2026-01-09 18:34:00+00:00
101,351,2026-06-12 10:07:00+00:00,2026-06-12 10:44:00+00:00,2026-06-12 10:44:00+00:00,comprado,estoque,453.05,29.83,32.08,450.8,37,mobile,Samsung Internet,instagram,False,True,2026-06-12 10:07:00+00:00,2026-06-12 10:44:00+00:00
102,281,2026-06-22 13:19:00+00:00,2026-06-22 13:38:00+00:00,,comprado,,59.85,39.7,0.0,99.55,19,mobile,Samsung Internet,facebook,False,True,2026-06-22 13:19:00+00:00,2026-06-22 13:38:00+00:00
103,949,2026-04-27 17:29:00+00:00,2026-04-27 17:55:00+00:00,2026-04-27 17:55:00+00:00,abandonado,preco,182.89,12.68,0.0,195.57,41,desktop,Firefox,facebook,False,True,2026-04-27 17:29:00+00:00,2026-04-27 17:55:00+00:00
104,867,2026-04-12 15:24:00+00:00,2026-04-12 16:23:00+00:00,,comprado,,681.67,39.04,0.0,720.71,59,mobile,Safari Mobile,facebook,False,True,2026-04-12 15:24:00+00:00,2026-04-12 16:23:00+00:00
105,1038,2026-02-19 09:37:00+00:00,2026-02-19 09:44:00+00:00,2026-02-19 09:44:00+00:00,abandonado,nao_informado,197.68,33.12,0.0,230.8,30,mobile,Chrome Mobile,facebook,False,True,2026-02-19 09:37:00+00:00,2026-02-19 09:44:00+00:00
106,931,2026-02-21 00:56:00+00:00,2026-02-21 01:35:00+00:00,,comprado,,313.82,9.2,0.0,327.18,39,desktop,Chrome,facebook,False,True,2026-02-21 00:56:00+00:00,2026-02-21 01:35:00+00:00
107,374,2026-03-05 19:51:00+00:00,2026-03-05 20:04:00+00:00,2026-03-05 20:04:00+00:00,expirado,frete,707.52,7.56,0.0,715.08,43,mobile,Safari Mobile,instagram,False,True,2026-03-05 19:51:00+00:00,2026-03-05 20:04:00+00:00
