item_id,carrinho_id,produto_id,quantidade,preco_unitario,preco_total,data_adicao,data_remocao
48,19,47,1,2056.67,2056.67,2026-06-18 15:33:00+00:00,
49,19,113,1,514.93,514.93,2026-06-18 15:29:00+00:00,
50,20,240,3,26.83,80.49,2026-06-07 23:25:00+00:00,
51,20,169,2,1008.12,2016.24,2026-06-07 23:30:00+00:00,
52,20,175,1,191.94,191.94,2026-06-07 23:26:00+00:00,
53,21,125,1,202.07,202.07,2026-03-03 23:26:00+00:00,
54,21,281,1,102.19,102.19,2026-03-03 23:41:00+00:00,
55,22,213,1,112.78,112.78,2026-05-13 20:04:00+00:00,
56,22,159,1,1482.85,1482.85,2026-05-13 20:01:00+00:00,
57,22,106,1,354.29,354.29,2026-05-13 20:04:00+00:00,2026-05-13 19:49:00+00:00
58,23,22,1,3376.43,3376.43,2026-02-16 03:16:00+00:00,
59,24,22,1,3376.43,3376.43,2026-05-11 11:59:00+00:00,2026-05-11 12:13:00+00:00
60,24,188,1,114.99,114.99,2026-05-11 12:04:00+00:00,2026-05-11 12:13:00+00:00
61,24,133,1,553.95,553.95,2026-05-11 12:08:00+00:00,2026-05-11 12:14:00+00:00
62,25,39,1,889.82,889.82,2026-05-12 15:12:00+00:00,
63,25,290,1,104.14,104.14,2026-05-12 15:07:00+00:00,
64,25,212,2,181.92,363.84,2026-05-12 15:31:00+00:00,
65,26,153,2,2528.97,5057.94,2026-05-09 12:37:00+00:00,
66,26,116,1,541.08,541.08,2026-05-09 13:03:00+00:00,2026-05-09 13:20:00+00:00
67,27,12,2,3688.57,7377.14,2026-02-01 12:43:00+00:00,
68,28,175,1,185.22,185.22,2026-06-24 11:23:00+00:00,2026-06-24 10:57:00+00:00
69,28,159,1,1445.12,1445.12,2026-06-24 11:26:00+00:00,
70,29,49,2,1134.88,2269.76,2026-04-15 15:34:00+00:00,
71,30,150,1,1635.77,1635.77,2026-06-24 17:11:00+00:00,2026-06-24 17:14:00+00:00
72,30,280,1,299.16,299.16,2026-06-24 17:13:00+00:00,
73,31,40,1,4121.46,4121.46,2026-02-27 23:53:00+00:00,2026-02-28 00:41:00+00:00
74,31,100,1,483.93,483.93,2026-02-28 00:20:00+00:00,
75,32,98,3,413.1,1239.3,2026-02-10 19:41:00+00:00,
76,32,276,1,22.64,22.64,2026-02-10 19:41:00+00:00,2026-02-10 19:43:00+00:00
77,32,188,1,118.69,118.69,2026-02-10 19:41:00+00:00,
78,33,163,1,610.23,610.23,2026-05-08 02:52:00+00:00,2026-05-08 02:24:00+00:00
79,33,188,1,118.69,118.69,2026-05-08 02:46:00+00:00,
80,33,285,1,61.93,61.93,2026-05-08 02:53:00+00:00,
81,33,45,1,4318.6,4318.6,2026-05-08 03:21:00+00:00,
82,34,82,1,369.79,369.79,2026-05-22 22:28:00+00:00,
83,34,2,1,594.8,594.8,2026-05-22 22:54:00+00:00,
84,35,43,2,159.71,319.42,2026-01-11 01:43:00+00:00,2026-01-11 01:44:00+00:00
85,36,226,1,334.22,334.22,2026-06-01 13:42:00+00:00,
86,36,58,3,1615.07,4845.21,2026-06-01 13:45:00+00:00,
87,36,124,1,71.24,71.24,2026-06-01 13:44:00+00:00,2026-06-01 14:04:00+00:00
88,36,284,1,186.7,186.7,2026-06-01 13:43:00+00:00,2026-06-01 14:03:00+00:00
89,36,14,1,611.59,611.59,2026-06-01 13:53:00+00:00,
90,36,133,1,546.38,546.38,2026-06-01 13:48:00+00:00,
91,37,51,2,4458.01,8916.02,2026-06-25 17:23:00+00:00,
92,37,11,1,3277.67,3277.67,2026-06-25 17:24:00+00:00,2026-06-25 17:25:00+00:00
93,37,238,1,24.25,24.25,2026-06-25 17:24:00+00:00,
94,38,99,2,111.34,222.68,2026-02-21 17:07:00+00:00,
95,38,263,1,61.78,61.78,2026-02-21 17:06:00+00:00,
96,38,115,1,143.89,143.89,2026-02-21 17:08:00+00:00,2026-02-21 17:10:00+00:00
97,39,237,1,119.19,119.19,2026-06-19 10:41:00+00:00,
98,39,109,1,329.22,329.22,2026-06-19 10:46:00+00:00,
99,40,222,1,71.48,71.48,2026-01-04 02:04:00+00:00,
100,40,219,1,182.57,182.57,2026-01-04 02:04:00+00:00,
101,40,175,1,191.94,191.94,2026-01-04 02:17:00+00:00,
102,41,208,2,191.24,382.48,2026-05-08 12:33:00+00:00,
103,41,139,3,2485.96,7457.88,2026-05-08 12:37:00+00:00,2026-05-08 12:47:00+00:00
104,42,120,1,462.73,462.73,2026-01-23 14:20:00+00:00,2026-01-23 14:28:00+00:00
105,42,267,2,109.87,219.74,2026-01-23 14:23:00+00:00,
106,42,115,3,144.71,434.13,2026-01-23 14:48:00+00:00,2026-01-23 15:04:00+00:00
107,42,93,1,119.28,119.28,2026-01-23 14:59:00+00:00,
108,43,37,1,2937.58,2937.58,2026-05-01 15:56:00+00:00,
109,43,239,1,27.42,27.42,2026-05-01 15:45:00+00:00,
110,44,136,1,262.81,262.81,2026-01-20 19:24:00+00:00,
111,44,130,1,220.83,220.83,2026-01-20 19:23:00+00:00,
112,44,239,1,27.42,27.42,2026-01-20 19:28:00+00:00,
113,45,172,3,2460.71,7382.13,2026-03-10 11:57:00+00:00,
114,45,141,2,1959.09,3918.18,2026-03-10 11:55:00+00:00,
115,45,115,1,144.96,144.96,2026-03-10 12:09:00+00:00,
116,45,194,1,70.11,70.11,2026-03-10 12:12:00+00:00,
117,46,221,1,373.83,373.83,2026-06-02 02:38:00+00:00,
118,46,160,1,1977.63,1977.63,2026-06-02 02:39:00+00:00,
119,46,30,1,3163.17,3163.17,2026-06-02 02:39:00+00:00,
120,47,140,1,585.19,585.19,2026-04-01 22:47:00+00:00,
121,47,148,1,2020.84,2020.84,2026-04-01 22:50:00+00:00,
122,48,291,1,87.7,87.7,2026-03-03 18:43:00+00:00,
123,48,104,1,368.92,368.92,2026-03-03 18:51:00+00:00,
124,49,297,1,273.1,273.1,2026-03-25 00:47:00+00:00,
125,50,174,1,50.93,50.93,2026-04-20 21:52:00+00:00,
126,50,9,1,1431.77,1431.77,2026-04-20 22:00:00+00:00,2026-04-20 22:01:00+00:00
127,51,142,1,2070.54,2070.54,2026-01-07 00:00:00+00:00,
128,52,17,1,1574.8,1574.8,2026-05-10 17:54:00+00:00,
129,52,181,1,425.92,425.92,2026-05-10 17:56:00+00:00,
130,52,141,1,1959.09,1959.09,2026-05-10 17:56:00+00:00,
131,52,105,1,527.88,527.88,2026-05-10 17:52:00+00:00,
132,52,226,1,334.22,334.22,2026-05-10 17:55:00+00:00,
133,53,185,1,383.61,383.61,2026-05-08 15:28:00+00:00,
134,54,197,3,219.62,658.86,2026-01-12 11:09:00+00:00,
135,54,112,1,334.0,334.0,2026-01-12 11:24:00+00:00,2026-01-12 11:34:00+00:00
136,54,81,1,74.49,74.49,2026-01-12 11:18:00+00:00,
137,55,248,2,87.55,175.1,2026-02-21 11:23:00+00:00,
138,55,139,1,2485.96,2485.96,2026-02-21 11:24:00+00:00,
139,56,100,1,483.93,483.93,2026-06-11 02:54:00+00:00,
140,56,277,3,290.33,870.99,2026-06-11 03:01:00+00:00,
141,56,227,1,315.72,315.72,2026-06-11 03:17:00+00:00,
142,57,10,2,1171.7,2343.4,2026-04-27 19:00:00+00:00,
143,58,255,1,121.86,121.86,2026-04-18 01:55:00+00:00,
144,58,49,1,1086.18,1086.18,2026-04-18 01:50:00+00:00,2026-04-18 02:07:00+00:00
145,59,43,2,159.71,319.42,2026-05-20 17:00:00+00:00,
146,59,195,1,43.0,43.0,2026-05-20 16:58:00+00:00,
147,60,236,1,35.33,35.33,2026-02-17 18:20:00+00:00,2026-02-17 18:31:00+00:00
148,60,168,1,298.26,298.26,2026-02-17 18:27:00+00:00,
149,61,2,1,594.8,594.8,2026-06-22 00:06:00+00:00,
150,62,227,1,315.72,315.72,2026-04-26 14:24:00+00:00,2026-04-26 14:45:00+00:00
151,62,281,3,102.19,306.57,2026-04-26 14:22:00+00:00,
152,62,293,2,92.88,185.76,2026-04-26 14:29:00+00:00,
153,63,243,2,131.9,263.8,2026-03-05 23:05:00+00:00,
154,64,272,2,245.49,490.98,2026-03-26 16:41:00+00:00,
155,64,9,1,1431.77,1431.77,2026-03-26 16:46:00+00:00,
156,64,116,2,568.33,1136.66,2026-03-26 17:00:00+00:00,
157,65,73,1,570.52,570.52,2026-04-03 11:00:00+00:00,
158,65,187,1,759.85,759.85,2026-04-03 10:59:00+00:00,
159,65,168,1,298.26,298.26,2026-04-03 11:02:00+00:00,
160,66,27,1,4748.17,4748.17,2026-01-26 00:03:00+00:00,
161,66,298,1,122.74,122.74,2026-01-26 00:11:00+00:00,2026-01-26 00:19:00+00:00
162,66,79,1,405.39,405.39,2026-01-26 00:22:00+00:00,
163,67,142,1,2070.54,2070.54,2026-06-18 20:17:00+00:00,2026-06-18 20:18:00+00:00
164,68,2,1,594.8,594.8,2026-04-21 13:35:00+00:00,2026-04-21 13:41:00+00:00
165,68,48,2,506.74,1013.48,2026-04-21 13:41:00+00:00,
166,68,141,3,1959.09,5877.27,2026-04-21 13:31:00+00:00,
167,69,48,1,506.74,506.74,2026-02-04 00:47:00+00:00,
168,69,243,1,131.9,131.9,2026-02-04 01:12:00+00:00,2026-02-04 01:15:00+00:00
169,70,139,1,2485.96,2485.96,2026-02-05 19:18:00+00:00,
170,71,217,2,189.33,378.66,2026-02-24 01:38:00+00:00,
171,71,238,2,24.25,48.5,2026-02-24 01:34:00+00:00,
172,71,134,1,74.91,74.91,2026-02-24 01:51:00+00:00,2026-02-24 02:02:00+00:00
173,72,277,1,290.33,290.33,2026-05-28 20:14:00+00:00,2026-05-28 21:12:00+00:00
174,73,177,3,598.33,1794.99,2026-04-19 09:47:00+00:00,
175,73,5,1,77.23,77.23,2026-04-19 09:45:00+00:00,
176,74,25,1,2064.49,2064.49,2026-05-28 13:38:00+00:00,
177,74,273,1,153.56,153.56,2026-05-28 13:42:00+00:00,
178,74,47,1,2131.13,2131.13,2026-05-28 13:43:00+00:00,
179,74,208,1,187.25,187.25,2026-05-28 13:46:00+00:00,
180,74,115,2,144.96,289.92,2026-05-28 13:50:00+00:00,
181,75,200,1,785.17,785.17,2026-03-24 13:16:00+00:00,
182,75,190,1,435.64,435.64,2026-03-24 13:17:00+00:00,
183,75,21,1,3963.44,3963.44,2026-03-24 13:16:00+00:00,2026-03-24 13:18:00+00:00
184,75,177,2,598.33,1196.66,2026-03-24 13:18:00+00:00,
185,75,115,1,151.17,151.17,2026-03-24 13:21:00+00:00,
186,76,247,1,113.2,113.2,2026-02-25 14:15:00+00:00,
187,77,139,2,2485.96,4971.92,2026-02-04 10:25:00+00:00,
188,77,134,1,77.78,77.78,2026-02-04 10:40:00+00:00,
189,77,270,1,317.73,317.73,2026-02-04 10:31:00+00:00,
190,78,216,1,263.16,263.16,2026-01-26 16:10:00+00:00,
191,78,245,1,93.07,93.07,2026-01-26 16:19:00+00:00,2026-01-26 16:27:00+00:00
192,78,5,1,79.19,79.19,2026-01-26 16:26:00+00:00,
193,79,212,1,181.92,181.92,2026-06-10 14:53:00+00:00,
194,79,249,1,62.16,62.16,2026-06-10 14:58:00+00:00,
195,79,256,2,119.66,239.32,2026-06-10 14:52:00+00:00,
196,80,283,1,114.29,114.29,2026-02-09 09:33:00+00:00,
197,81,149,1,1840.06,1840.06,2026-03-26 15:02:00+00:00,2026-03-26 15:09:00+00:00
198,81,90,1,560.91,560.91,2026-03-26 15:09:00+00:00,
199,82,217,1,192.5,192.5,2026-03-16 13:00:00+00:00,
200,82,142,1,2070.54,2070.54,2026-03-16 13:05:00+00:00,
201,83,142,1,2070.54,2070.54,2026-05-08 11:12:00+00:00,
202,83,276,1,22.64,22.64,2026-05-08 11:05:00+00:00,
203,84,253,3,10.47,31.41,2026-03-22 20:25:00+00:00,
204,84,246,1,46.17,46.17,2026-03-22 20:43:00+00:00,
205,84,224,1,372.43,372.43,2026-03-22 20:49:00+00:00,
206,85,23,1,2604.86,2604.86,2026-05-26 02:35:00+00:00,
207,85,162,1,2039.23,2039.23,2026-05-26 02:42:00+00:00,
208,86,57,1,689.1,689.1,2026-04-13 15:25:00+00:00,2026-04-13 15:26:00+00:00
209,86,55,1,3184.75,3184.75,2026-04-13 15:30:00+00:00,
210,86,160,1,1977.63,1977.63,2026-04-13 15:35:00+00:00,2026-04-13 15:41:00+00:00
211,86,173,2,261.75,523.5,2026-04-13 15:30:00+00:00,2026-04-13 15:40:00+00:00
212,86,6,1,1524.04,1524.04,2026-04-13 15:27:00+00:00,
213,87,73,1,543.91,543.91,2026-04-28 13:52:00+00:00,
214,88,112,1,334.0,334.0,2026-05-20 12:47:00+00:00,
215,89,259,1,54.76,54.76,2026-03-10 22:07:00+00:00,
216,89,129,1,184.45,184.45,2026-03-10 22:06:00+00:00,
217,89,58,1,1615.07,1615.07,2026-03-10 22:11:00+00:00,
218,89,45,2,4318.6,8637.2,2026-03-10 22:06:00+00:00,
219,90,53,1,3558.1,3558.1,2026-01-16 17:08:00+00:00,
220,90,142,2,2070.54,4141.08,2026-01-16 17:12:00+00:00,2026-01-16 17:16:00+00:00
221,90,222,1,71.48,71.48,2026-01-16 17:14:00+00:00,
222,90,221,2,383.65,767.3,2026-01-16 17:19:00+00:00,2026-01-16 17:20:00+00:00
223,91,255,1,121.86,121.86,2026-05-09 20:16:00+00:00,
224,92,140,1,585.19,585.19,2026-06-11 10:08:00+00:00,
225,92,259,1,54.76,54.76,2026-06-11 10:15:00+00:00,
226,92,298,1,122.74,122.74,2026-06-11 10:18:00+00:00,2026-06-11 10:22:00+00:00
227,92,21,1,4059.96,4059.96,2026-06-11 10:08:00+00:00,
228,93,213,3,109.96,329.88,2026-03-14 02:05:00+00:00,
229,93,75,1,494.48,494.48,2026-03-14 02:18:00+00:00,
230,94,259,3,54.76,164.28,2026-03-20 18:27:00+00:00,
231,95,240,1,26.54,26.54,2026-02-02 22:45:00+00:00,
232,95,62,2,2849.17,5698.34,2026-02-02 23:00:00+00:00,2026-02-02 23:12:00+00:00
233,95,222,2,71.48,142.96,2026-02-02 22:53:00+00:00,2026-02-02 23:08:00+00:00
234,95,124,1,71.24,71.24,2026-02-02 23:22:00+00:00,
235,96,225,1,392.66,392.66,2026-04-27 14:23:00+00:00,
236,96,203,1,433.5,433.5,2026-04-27 15:00:00+00:00,
237,97,115,2,144.96,289.92,2026-05-27 18:11:00+00:00,
238,97,271,1,167.21,167.21,2026-05-27 18:12:00+00:00,
239,98,145,1,855.55,855.55,2026-04-26 17:16:00+00:00,
240,98,258,1,146.21,146.21,2026-04-26 17:11:00+00:00,
241,99,106,2,354.29,708.58,2026-02-07 15:01:00+00:00,
242,99,136,1,258.2,258.2,2026-02-07 15:03:00+00:00,
243,100,279,2,266.88,533.76,2026-01-09 18:24:00+00:00,
244,100,56,3,51.17,153.51,2026-01-09 18:24:00+00:00,2026-01-09 18:31:00+00:00
245,100,294,2,22.99,45.98,2026-01-09 18:33:00+00:00,2026-01-09 18:35:00+00:00
246,101,105,3,537.05,1611.15,2026-06-12 10:34:00+00:00,
247,102,239,1,27.42,27.42,2026-06-22 13:22:00+00:00,
248,102,179,1,364.02,364.02,2026-06-22 13:28:00+00:00,
249,102,205,1,108.16,108.16,2026-06-22 13:21:00+00:00,
250,103,85,3,299.76,899.28,2026-04-27 17:29:00+00:00,2026-04-27 17:52:00+00:00
251,103,134,1,77.78,77.78,2026-04-27 17:45:00+00:00,
252,103,122,1,151.2,151.2,2026-04-27 18:01:00+00:00,2026-04-27 18:09:00+00:00
253,104,133,1,553.95,553.95,2026-04-12 15:29:00+00:00,
254,104,180,3,232.43,697.29,2026-04-12 15:34:00+00:00,2026-04-12 15:51:00+00:00
255,105,268,1,58.97,58.97,2026-02-19 09:48:00+00:00,
256,105,272,1,256.96,256.96,2026-02-19 09:53:00+00:00,
257,106,83,2,390.76,781.52,2026-02-21 01:05:00+00:00,
258,106,106,1,354.29,354.29,2026-02-21 01:02:00+00:00,
259,106,273,1,154.35,154.35,2026-02-21 01:04:00+00:00,
260,107,229,1,32.19,32.19,2026-03-05 19:56:00+00:00,
261,107,94,2,338.42,676.84,2026-03-05 19:55:00+00:00,
262,108,175,2,201.32,402.64,2026-05-04 02:10:00+00:00,
263,108,44,2,3105.36,6210.72,2026-05-04 02:17:00+00:00,
264,108,213,1,112.78,112.78,2026-05-04 02:29:00+00:00,2026-05-04 02:13:00+00:00
265,108,227,1,316.89,316.89,2026-05-04 02:35:00+00:00,
266,108,103,1,350.19,350.19,2026-05-04 02:38:00+00:00,
267,108,270,3,317.73,953.19,2026-05-04 02:23:00+00:00,
268,108,96,2,368.71,737.42,2026-05-04 02:58:00+00:00,2026-05-04 03:02:00+00:00
269,109,24,1,2024.06,2024.06,2026-02-12 10:24:00+00:00,2026-02-12 10:27:00+00:00
270,109,246,1,48.58,48.58,2026-02-12 10:27:00+00:00,2026-02-12 10:29:00+00:00
271,110,225,1,392.66,392.66,2026-05-20 18:58:00+00:00,
272,110,208,1,191.24,191.24,2026-05-20 19:08:00+00:00,
273,110,157,1,2800.58,2800.58,2026-05-20 19:06:00+00:00,2026-05-20 19:09:00+00:00
274,111,34,2,2696.02,5392.04,2026-04-23 21:22:00+00:00,
275,111,14,1,589.6,589.6,2026-04-23 21:25:00+00:00,
276,111,258,2,139.34,278.68,2026-04-23 21:29:00+00:00,
277,112,111,1,126.66,126.66,2026-01-16 01:55:00+00:00,2026-01-16 02:06:00+00:00
278,112,45,1,4318.6,4318.6,2026-01-16 02:24:00+00:00,
279,113,139,1,2485.96,2485.96,2026-05-04 23:14:00+00:00,
280,114,204,1,59.13,59.13,2026-03-16 13:46:00+00:00,
281,115,228,2,213.05,426.1,2026-05-18 10:14:00+00:00,2026-05-18 10:15:00+00:00
282,115,200,2,785.17,1570.34,2026-05-18 10:17:00+00:00,
283,116,38,2,3493.86,6987.72,2026-01-16 14:35:00+00:00,2026-01-16 14:43:00+00:00
284,117,43,2,157.92,315.84,2026-06-28 10:07:00+00:00,2026-06-28 10:12:00+00:00
285,117,67,1,906.32,906.32,2026-06-28 10:16:00+00:00,
286,117,159,1,1454.07,1454.07,2026-06-28 10:15:00+00:00,
287,118,210,1,743.6,743.6,2026-04-06 11:59:00+00:00,
288,118,229,1,33.03,33.03,2026-04-06 11:59:00+00:00,
289,118,234,1,21.34,21.34,2026-04-06 12:11:00+00:00,
290,119,142,1,2070.54,2070.54,2026-05-09 15:49:00+00:00,2026-05-09 15:54:00+00:00
291,119,57,2,689.1,1378.2,2026-05-09 15:58:00+00:00,2026-05-09 16:11:00+00:00
292,119,59,1,1987.74,1987.74,2026-05-09 15:54:00+00:00,
293,119,145,1,900.33,900.33,2026-05-09 15:59:00+00:00,
294,120,286,1,195.39,195.39,2026-01-26 22:47:00+00:00,
295,120,266,1,11.77,11.77,2026-01-26 23:16:00+00:00,
296,121,81,2,74.5,149.0,2026-02-22 00:09:00+00:00,
297,121,124,1,71.24,71.24,2026-02-22 00:08:00+00:00,
298,121,127,2,414.24,828.48,2026-02-22 00:05:00+00:00,
299,121,295,1,291.89,291.89,2026-02-22 00:30:00+00:00,
300,121,115,1,144.96,144.96,2026-02-22 00:33:00+00:00,
301,122,204,1,59.13,59.13,2026-06-09 18:26:00+00:00,
302,123,37,1,2937.58,2937.58,2026-04-10 13:59:00+00:00,2026-04-10 14:08:00+00:00
303,123,269,2,390.85,781.7,2026-04-10 14:07:00+00:00,
304,123,48,2,508.26,1016.52,2026-04-10 14:11:00+00:00,2026-04-10 14:13:00+00:00
305,123,292,1,370.04,370.04,2026-04-10 14:09:00+00:00,
306,124,69,2,4733.17,9466.34,2026-02-13 20:06:00+00:00,
307,124,79,1,405.39,405.39,2026-02-13 20:06:00+00:00,
308,124,187,1,759.85,759.85,2026-02-13 20:11:00+00:00,
309,124,147,1,1509.91,1509.91,2026-02-13 20:10:00+00:00,
310,125,125,1,202.07,202.07,2026-01-27 10:30:00+00:00,
311,125,276,2,21.59,43.18,2026-01-27 10:34:00+00:00,
312,125,15,1,4506.97,4506.97,2026-01-27 10:30:00+00:00,
313,125,67,1,906.32,906.32,2026-01-27 10:32:00+00:00,2026-01-27 10:34:00+00:00
314,126,297,2,273.1,546.2,2026-01-25 20:27:00+00:00,
315,126,61,1,559.33,559.33,2026-01-25 20:41:00+00:00,
316,127,282,1,238.98,238.98,2026-02-22 14:37:00+00:00,
317,127,237,1,119.19,119.19,2026-02-22 14:48:00+00:00,
318,127,276,1,22.64,22.64,2026-02-22 14:41:00+00:00,
319,127,265,1,107.58,107.58,2026-02-22 14:38:00+00:00,2026-02-22 14:58:00+00:00
320,128,135,1,344.81,344.81,2026-03-09 15:45:00+00:00,
321,128,165,1,2838.08,2838.08,2026-03-09 15:39:00+00:00,
322,128,198,1,600.73,600.73,2026-03-09 16:13:00+00:00,
323,129,163,1,610.23,610.23,2026-03-12 10:57:00+00:00,
324,129,253,1,10.47,10.47,2026-03-12 11:09:00+00:00,
325,130,249,1,62.16,62.16,2026-02-19 09:25:00+00:00,
326,130,261,2,49.79,99.58,2026-02-19 09:26:00+00:00,
327,130,142,1,2027.31,2027.31,2026-02-19 09:33:00+00:00,
328,130,248,1,87.55,87.55,2026-02-19 09:34:00+00:00,
329,131,146,1,137.71,137.71,2026-03-11 15:46:00+00:00,2026-03-11 15:55:00+00:00
330,131,225,1,392.66,392.66,2026-03-11 16:02:00+00:00,2026-03-11 16:21:00+00:00
331,131,139,1,2485.96,2485.96,2026-03-11 15:53:00+00:00,
332,132,252,1,71.27,71.27,2026-01-17 11:37:00+00:00,
333,132,187,1,759.85,759.85,2026-01-17 11:38:00+00:00,
334,133,142,1,2070.54,2070.54,2026-01-04 16:21:00+00:00,
335,133,229,1,33.74,33.74,2026-01-04 16:36:00+00:00,
336,133,138,1,2445.53,2445.53,2026-01-04 16:44:00+00:00,
337,134,300,1,88.18,88.18,2026-06-07 13:42:00+00:00,
338,134,286,1,195.39,195.39,2026-06-07 13:34:00+00:00,
339,134,249,1,62.16,62.16,2026-06-07 13:31:00+00:00,2026-06-07 14:12:00+00:00
340,135,78,1,235.5,235.5,2026-06-19 02:35:00+00:00,
341,135,207,1,296.77,296.77,2026-06-19 03:05:00+00:00,
342,136,227,1,315.72,315.72,2026-03-05 00:37:00+00:00,2026-03-05 00:43:00+00:00
343,136,198,1,594.2,594.2,2026-03-05 00:41:00+00:00,
344,136,225,1,392.66,392.66,2026-03-05 00:37:00+00:00,2026-03-05 00:40:00+00:00
345,137,217,2,186.04,372.08,2026-04-17 23:47:00+00:00,
346,137,44,2,3105.36,6210.72,2026-04-17 23:58:00+00:00,
347,137,10,1,1103.97,1103.97,2026-04-18 00:06:00+00:00,
348,138,7,1,3866.19,3866.19,2026-04-17 09:12:00+00:00,
349,139,56,1,51.17,51.17,2026-01-08 15:21:00+00:00,
350,139,101,1,257.02,257.02,2026-01-08 15:22:00+00:00,2026-01-08 15:31:00+00:00
351,140,258,1,139.34,139.34,2026-01-21 09:42:00+00:00,
352,140,42,2,2946.39,5892.78,2026-01-21 10:08:00+00:00,
353,141,268,2,58.97,117.94,2026-05-16 18:53:00+00:00,
354,141,174,2,49.01,98.02,2026-05-16 18:53:00+00:00,
355,141,123,1,329.24,329.24,2026-05-16 18:58:00+00:00,
356,141,140,1,585.19,585.19,2026-05-16 19:07:00+00:00,2026-05-16 19:08:00+00:00
357,142,260,1,9.55,9.55,2026-06-17 01:10:00+00:00,2026-06-17 01:33:00+00:00
358,142,282,1,238.98,238.98,2026-06-17 01:19:00+00:00,
359,143,129,1,184.45,184.45,2026-04-14 02:12:00+00:00,
360,143,25,1,2064.49,2064.49,2026-04-14 02:27:00+00:00,2026-04-14 02:41:00+00:00
361,143,278,1,129.76,129.76,2026-04-14 02:40:00+00:00,
362,144,20,1,4129.15,4129.15,2026-05-13 16:37:00+00:00,2026-05-13 16:42:00+00:00
363,144,251,1,67.23,67.23,2026-05-13 16:40:00+00:00,
364,144,43,2,159.71,319.42,2026-05-13 16:52:00+00:00,2026-05-13 16:55:00+00:00
