evento_id,carrinho_id,cliente_id,sessao_id,timestamp_evento,tipo_evento,duracao_evento_segundos,dados_evento
23,2,805,3cffd202-dd1,2026-05-13 21:37:40+00:00,view_checkout,84.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 47}"
24,2,805,3cffd202-dd1,2026-05-13 21:38:13+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 4135}"
25,2,805,e179fb2d-568,2026-05-14 10:38:00+00:00,retorno,116.0,"{""origem_retorno"": ""direto"", ""horas_desde_abandono"": 79}"
26,2,805,e179fb2d-568,2026-05-14 10:38:10+00:00,view_checkout,31.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 41}"
27,2,805,e179fb2d-568,2026-05-14 10:38:18+00:00,inicio_pagamento,14.0,"{""metodo"": ""boleto"", ""parcelas"": 2}"
28,3,931,1143591b-430,2026-02-26 22:54:00+00:00,view_produto,119.0,"{""produto_id"": 44, ""tempo_visualizacao_s"": 148, ""scroll_depth"": 0.79}"
29,3,931,1143591b-430,2026-02-26 23:03:08+00:00,view_produto,97.0,"{""produto_id"": 256, ""tempo_visualizacao_s"": 48, ""scroll_depth"": 0.53}"
30,3,931,1143591b-430,2026-02-26 23:13:02+00:00,add_carrinho,50.0,"{""produto_id"": 66, ""quantidade"": 1, ""origem"": ""recomendacao""}"
31,3,931,1143591b-430,2026-02-26 23:21:09+00:00,view_produto,70.0,"{""produto_id"": 69, ""tempo_visualizacao_s"": 53, ""scroll_depth"": 0.48}"
32,3,931,1143591b-430,2026-02-26 23:26:29+00:00,view_produto,57.0,"{""produto_id"": 246, ""tempo_visualizacao_s"": 169, ""scroll_depth"": 0.87}"
33,3,931,1143591b-430,2026-02-26 23:30:55+00:00,view_produto,28.0,"{""produto_id"": 243, ""tempo_visualizacao_s"": 156, ""scroll_depth"": 0.68}"
34,3,931,1143591b-430,2026-02-26 23:36:44+00:00,view_produto,55.0,"{""produto_id"": 233, ""tempo_visualizacao_s"": 45, ""scroll_depth"": 0.32}"
35,3,931,1143591b-430,2026-02-26 23:43:48+00:00,view_produto,86.0,"{""produto_id"": 256, ""tempo_visualizacao_s"": 36, ""scroll_depth"": 0.91}"
36,3,931,1143591b-430,2026-02-26 23:49:37+00:00,add_carrinho,115.0,"{""produto_id"": 155, ""quantidade"": 2, ""origem"": ""recomendacao""}"
37,3,931,1143591b-430,2026-02-26 23:56:18+00:00,view_produto,52.0,"{""produto_id"": 232, ""tempo_visualizacao_s"": 82, ""scroll_depth"": 0.45}"
38,3,931,1143591b-430,2026-02-26 23:58:17+00:00,update_quantidade,46.0,"{""produto_id"": 284, ""quantidade_anterior"": 1, ""quantidade_nova"": 3}"
39,3,931,1143591b-430,2026-02-27 00:03:26+00:00,update_quantidade,116.0,"{""produto_id"": 116, ""quantidade_anterior"": 3, ""quantidade_nova"": 1}"
40,3,931,1143591b-430,2026-02-27 00:09:49+00:00,view_checkout,19.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 51}"
41,3,931,1143591b-430,2026-02-27 00:11:39+00:00,inicio_pagamento,51.0,"{""metodo"": ""pix"", ""parcelas"": 2}"
42,4,388,5d21ab63-73b,2026-05-25 12:44:00+00:00,view_produto,24.0,"{""produto_id"": 194, ""tempo_visualizacao_s"": 175, ""scroll_depth"": 0.93}"
43,4,388,5d21ab63-73b,2026-05-25 12:48:00+00:00,add_carrinho,85.0,"{""produto_id"": 13, ""quantidade"": 3, ""origem"": ""pagina_produto""}"
44,4,388,5d21ab63-73b,2026-05-25 12:51:16+00:00,view_produto,81.0,"{""produto_id"": 276, ""tempo_visualizacao_s"": 12, ""scroll_depth"": 0.91}"
45,4,388,5d21ab63-73b,2026-05-25 12:52:30+00:00,view_produto,89.0,"{""produto_id"": 158, ""tempo_visualizacao_s"": 65, ""scroll_depth"": 0.75}"
46,4,388,5d21ab63-73b,2026-05-25 12:55:21+00:00,add_carrinho,34.0,"{""produto_id"": 221, ""quantidade"": 2, ""origem"": ""busca""}"
47,4,388,5d21ab63-73b,2026-05-25 12:57:39+00:00,view_produto,25.0,"{""produto_id"": 86, ""tempo_visualizacao_s"": 155, ""scroll_depth"": 0.58}"
48,4,388,5d21ab63-73b,2026-05-25 13:00:11+00:00,add_carrinho,70.0,"{""produto_id"": 88, ""quantidade"": 1, ""origem"": ""busca""}"
49,4,388,5d21ab63-73b,2026-05-25 13:00:59+00:00,add_carrinho,49.0,"{""produto_id"": 220, ""quantidade"": 2, ""origem"": ""recomendacao""}"
50,4,388,5d21ab63-73b,2026-05-25 13:03:52+00:00,view_checkout,116.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 98}"
51,4,388,5d21ab63-73b,2026-05-25 13:04:44+00:00,abandono,,"{""pagina_saida"": ""carrinho"", ""tempo_inativo_s"": 3250}"
52,5,1133,a2db0ea0-38f,2026-01-08 23:51:00+00:00,view_produto,51.0,"{""produto_id"": 113, ""tempo_visualizacao_s"": 123, ""scroll_depth"": 0.44}"
53,5,1133,a2db0ea0-38f,2026-01-08 23:52:26+00:00,view_produto,83.0,"{""produto_id"": 73, ""tempo_visualizacao_s"": 22, ""scroll_depth"": 0.9}"
54,5,1133,a2db0ea0-38f,2026-01-08 23:53:14+00:00,update_quantidade,49.0,"{""produto_id"": 192, ""quantidade_anterior"": 3, ""quantidade_nova"": 1}"
55,5,1133,a2db0ea0-38f,2026-01-08 23:54:16+00:00,view_produto,47.0,"{""produto_id"": 130, ""tempo_visualizacao_s"": 99, ""scroll_depth"": 0.67}"
56,5,1133,a2db0ea0-38f,2026-01-08 23:55:38+00:00,view_produto,37.0,"{""produto_id"": 29, ""tempo_visualizacao_s"": 124, ""scroll_depth"": 0.95}"
57,5,1133,a2db0ea0-38f,2026-01-08 23:56:52+00:00,add_carrinho,96.0,"{""produto_id"": 121, ""quantidade"": 2, ""origem"": ""recomendacao""}"
58,5,1133,a2db0ea0-38f,2026-01-08 23:58:02+00:00,view_produto,12.0,"{""produto_id"": 149, ""tempo_visualizacao_s"": 127, ""scroll_depth"": 0.63}"
59,5,1133,a2db0ea0-38f,2026-01-08 23:58:28+00:00,view_produto,48.0,"{""produto_id"": 41, ""tempo_visualizacao_s"": 124, ""scroll_depth"": 0.61}"
60,5,1133,a2db0ea0-38f,2026-01-08 23:59:02+00:00,view_produto,115.0,"{""produto_id"": 115, ""tempo_visualizacao_s"": 59, ""scroll_depth"": 0.44}"
61,5,1133,a2db0ea0-38f,2026-01-09 00:00:24+00:00,add_carrinho,79.0,"{""produto_id"": 46, ""quantidade"": 1, ""origem"": ""busca""}"
62,5,1133,a2db0ea0-38f,2026-01-09 00:01:17+00:00,view_checkout,24.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 194}"
63,5,1133,a2db0ea0-38f,2026-01-09 00:01:56+00:00,abandono,,"{""pagina_saida"": ""checkout"", ""tempo_inativo_s"": 4155}"
64,6,152,4d81c1e0-e31,2026-02-19 14:59:00+00:00,view_produto,75.0,"{""produto_id"": 151, ""tempo_visualizacao_s"": 102, ""scroll_depth"": 0.78}"
65,6,152,4d81c1e0-e31,2026-02-19 14:59:50+00:00,view_produto,25.0,"{""produto_id"": 95, ""tempo_visualizacao_s"": 42, ""scroll_depth"": 0.89}"
66,6,152,4d81c1e0-e31,2026-02-19 15:01:04+00:00,add_carrinho,27.0,"{""produto_id"": 292, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
67,6,152,4d81c1e0-e31,2026-02-19 15:02:21+00:00,view_produto,86.0,"{""produto_id"": 29, ""tempo_visualizacao_s"": 143, ""scroll_depth"": 0.6}"
68,6,152,4d81c1e0-e31,2026-02-19 15:03:48+00:00,add_carrinho,54.0,"{""produto_id"": 293, ""quantidade"": 1, ""origem"": ""busca""}"
69,6,152,4d81c1e0-e31,2026-02-19 15:05:05+00:00,view_checkout,69.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 152}"
70,6,152,4d81c1e0-e31,2026-02-19 15:06:23+00:00,abandono,,"{""pagina_saida"": ""produto"", ""tempo_inativo_s"": 6241}"
71,7,803,570bf067-353,2026-04-04 23:52:00+00:00,view_produto,43.0,"{""produto_id"": 94, ""tempo_visualizacao_s"": 61, ""scroll_depth"": 0.69}"
72,7,803,570bf067-353,2026-04-04 23:53:50+00:00,view_produto,42.0,"{""produto_id"": 105, ""tempo_visualizacao_s"": 51, ""scroll_depth"": 0.51}"
73,7,803,570bf067-353,2026-04-04 23:56:09+00:00,remove_carrinho,95.0,"{""produto_id"": 73, ""motivo"": null}"
74,7,803,570bf067-353,2026-04-04 23:58:14+00:00,view_produto,62.0,"{""produto_id"": 264, ""tempo_visualizacao_s"": 24, ""scroll_depth"": 0.99}"
75,7,803,570bf067-353,2026-04-04 23:59:54+00:00,add_carrinho,119.0,"{""produto_id"": 203, ""quantidade"": 3, ""origem"": ""recomendacao""}"
76,7,803,570bf067-353,2026-04-05 00:04:38+00:00,remove_carrinho,108.0,"{""produto_id"": 114, ""motivo"": null}"
77,7,803,570bf067-353,2026-04-05 00:07:58+00:00,view_produto,51.0,"{""produto_id"": 109, ""tempo_visualizacao_s"": 155, ""scroll_depth"": 0.85}"
78,7,803,570bf067-353,2026-04-05 00:13:10+00:00,view_produto,57.0,"{""produto_id"": 9, ""tempo_visualizacao_s"": 168, ""scroll_depth"": 0.47}"
79,7,803,570bf067-353,2026-04-05 00:18:16+00:00,add_carrinho,55.0,"{""produto_id"": 36, ""quantidade"": 3, ""origem"": ""recomendacao""}"
80,7,803,570bf067-353,2026-04-05 00:21:47+00:00,view_checkout,6.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 84}"
81,7,803,570bf067-353,2026-04-05 00:24:30+00:00,abandono,,"{""pagina_saida"": ""checkout"", ""tempo_inativo_s"": 3281}"
82,8,592,7ad4a5da-871,2026-03-02 20:58:00+00:00,view_produto,119.0,"{""produto_id"": 74, ""tempo_visualizacao_s"": 44, ""scroll_depth"": 0.73}"
83,8,592,7ad4a5da-871,2026-03-02 20:59:39+00:00,view_produto,76.0,"{""produto_id"": 189, ""tempo_visualizacao_s"": 93, ""scroll_depth"": 0.37}"
84,8,592,7ad4a5da-871,2026-03-02 21:00:55+00:00,view_produto,105.0,"{""produto_id"": 58, ""tempo_visualizacao_s"": 155, ""scroll_depth"": 0.54}"
85,8,592,7ad4a5da-871,2026-03-02 21:01:25+00:00,add_carrinho,36.0,"{""produto_id"": 284, ""quantidade"": 1, ""origem"": ""recomendacao""}"
86,8,592,7ad4a5da-871,2026-03-02 21:02:10+00:00,view_produto,12.0,"{""produto_id"": 145, ""tempo_visualizacao_s"": 158, ""scroll_depth"": 0.96}"
87,8,592,7ad4a5da-871,2026-03-02 21:03:02+00:00,remove_carrinho,16.0,"{""produto_id"": 159, ""motivo"": ""quantidade_errada""}"
88,8,592,7ad4a5da-871,2026-03-02 21:04:57+00:00,add_carrinho,64.0,"{""produto_id"": 284, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
89,8,592,7ad4a5da-871,2026-03-02 21:05:25+00:00,add_carrinho,49.0,"{""produto_id"": 44, ""quantidade"": 3, ""origem"": ""busca""}"
90,8,592,7ad4a5da-871,2026-03-02 21:06:41+00:00,view_checkout,5.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 113}"
91,8,592,7ad4a5da-871,2026-03-02 21:08:35+00:00,abandono,,"{""pagina_saida"": ""pagamento"", ""tempo_inativo_s"": 5614}"
92,9,686,5cb2461b-aae,2026-06-07 13:56:00+00:00,view_produto,24.0,"{""produto_id"": 180, ""tempo_visualizacao_s"": 12, ""scroll_depth"": 0.63}"
93,9,686,5cb2461b-aae,2026-06-07 13:58:07+00:00,view_produto,82.0,"{""produto_id"": 37, ""tempo_visualizacao_s"": 144, ""scroll_depth"": 0.82}"
94,9,686,5cb2461b-aae,2026-06-07 13:59:02+00:00,add_carrinho,103.0,"{""produto_id"": 19, ""quantidade"": 3, ""origem"": ""recomendacao""}"
95,9,686,5cb2461b-aae,2026-06-07 14:00:38+00:00,view_produto,23.0,"{""produto_id"": 284, ""tempo_visualizacao_s"": 23, ""scroll_depth"": 0.53}"
96,9,686,5cb2461b-aae,2026-06-07 14:01:13+00:00,update_quantidade,27.0,"{""produto_id"": 92, ""quantidade_anterior"": 3, ""quantidade_nova"": 5}"
97,9,686,5cb2461b-aae,2026-06-07 14:02:07+00:00,add_carrinho,35.0,"{""produto_id"": 252, ""quantidade"": 2, ""origem"": ""pagina_produto""}"
98,9,686,5cb2461b-aae,2026-06-07 14:04:13+00:00,add_carrinho,61.0,"{""produto_id"": 206, ""quantidade"": 1, ""origem"": ""busca""}"
99,9,686,5cb2461b-aae,2026-06-07 14:04:43+00:00,view_checkout,110.0,"{""etapa"": ""revisao"", ""tempo_na_etapa_s"": 249}"
100,9,686,5cb2461b-aae,2026-06-07 14:05:19+00:00,abandono,,"{""pagina_saida"": ""pagamento"", ""tempo_inativo_s"": 3255}"
101,10,1176,90080194-9e9,2026-01-04 08:31:00+00:00,view_produto,16.0,"{""produto_id"": 279, ""tempo_visualizacao_s"": 78, ""scroll_depth"": 0.89}"
102,10,1176,90080194-9e9,2026-01-04 08:31:54+00:00,view_produto,26.0,"{""produto_id"": 217, ""tempo_visualizacao_s"": 68, ""scroll_depth"": 0.7}"
103,10,1176,90080194-9e9,2026-01-04 08:32:23+00:00,view_produto,113.0,"{""produto_id"": 40, ""tempo_visualizacao_s"": 47, ""scroll_depth"": 0.37}"
104,10,1176,90080194-9e9,2026-01-04 08:32:45+00:00,add_carrinho,39.0,"{""produto_id"": 255, ""quantidade"": 1, ""origem"": ""recomendacao""}"
105,10,1176,90080194-9e9,2026-01-04 08:33:45+00:00,view_produto,8.0,"{""produto_id"": 91, ""tempo_visualizacao_s"": 82, ""scroll_depth"": 0.97}"
106,10,1176,90080194-9e9,2026-01-04 08:34:35+00:00,view_produto,104.0,"{""produto_id"": 250, ""tempo_visualizacao_s"": 90, ""scroll_depth"": 0.48}"
107,10,1176,90080194-9e9,2026-01-04 08:35:13+00:00,add_carrinho,60.0,"{""produto_id"": 273, ""quantidade"": 1, ""origem"": ""busca""}"
108,10,1176,90080194-9e9,2026-01-04 08:36:24+00:00,view_produto,14.0,"{""produto_id"": 136, ""tempo_visualizacao_s"": 33, ""scroll_depth"": 0.32}"
109,10,1176,90080194-9e9,2026-01-04 08:37:32+00:00,view_produto,51.0,"{""produto_id"": 122, ""tempo_visualizacao_s"": 144, ""scroll_depth"": 0.8}"
110,10,1176,90080194-9e9,2026-01-04 08:37:58+00:00,add_carrinho,102.0,"{""produto_id"": 214, ""quantidade"": 2, ""origem"": ""busca""}"
111,10,1176,90080194-9e9,2026-01-04 08:38:24+00:00,view_checkout,115.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 191}"
112,10,1176,90080194-9e9,2026-01-04 08:39:03+00:00,abandono,,"{""pagina_saida"": ""carrinho"", ""tempo_inativo_s"": 5697}"
113,11,1377,c2993809-df8,2026-03-23 17:06:00+00:00,view_produto,33.0,"{""produto_id"": 21, ""tempo_visualizacao_s"": 150, ""scroll_depth"": 0.23}"
114,11,1377,c2993809-df8,2026-03-23 17:06:55+00:00,update_quantidade,52.0,"{""produto_id"": 120, ""quantidade_anterior"": 3, ""quantidade_nova"": 5}"
115,11,1377,c2993809-df8,2026-03-23 17:08:25+00:00,update_quantidade,39.0,"{""produto_id"": 131, ""quantidade_anterior"": 3, ""quantidade_nova"": 3}"
116,11,1377,c2993809-df8,2026-03-23 17:09:54+00:00,view_produto,74.0,"{""produto_id"": 27, ""tempo_visualizacao_s"": 42, ""scroll_depth"": 0.75}"
117,11,1377,c2993809-df8,2026-03-23 17:11:54+00:00,add_carrinho,79.0,"{""produto_id"": 45, ""quantidade"": 2, ""origem"": ""pagina_produto""}"
118,11,1377,c2993809-df8,2026-03-23 17:13:45+00:00,view_produto,81.0,"{""produto_id"": 162, ""tempo_visualizacao_s"": 110, ""scroll_depth"": 0.92}"
119,11,1377,c2993809-df8,2026-03-23 17:15:36+00:00,add_carrinho,96.0,"{""produto_id"": 210, ""quantidade"": 1, ""origem"": ""recomendacao""}"
120,11,1377,c2993809-df8,2026-03-23 17:16:34+00:00,update_quantidade,13.0,"{""produto_id"": 148, ""quantidade_anterior"": 1, ""quantidade_nova"": 2}"
121,11,1377,c2993809-df8,2026-03-23 17:18:27+00:00,add_carrinho,77.0,"{""produto_id"": 32, ""quantidade"": 2, ""origem"": ""pagina_produto""}"
122,11,1377,c2993809-df8,2026-03-23 17:20:12+00:00,update_quantidade,94.0,"{""produto_id"": 46, ""quantidade_anterior"": 2, ""quantidade_nova"": 5}"
123,11,1377,c2993809-df8,2026-03-23 17:21:24+00:00,view_checkout,38.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 126}"
124,11,1377,c2993809-df8,2026-03-23 17:22:00+00:00,inicio_pagamento,102.0,"{""metodo"": ""pix"", ""parcelas"": 6}"
125,12,502,3b893b2e-00d,2026-01-17 20:27:00+00:00,view_produto,105.0,"{""produto_id"": 210, ""tempo_visualizacao_s"": 65, ""scroll_depth"": 0.99}"
126,12,502,3b893b2e-00d,2026-01-17 20:28:33+00:00,add_carrinho,13.0,"{""produto_id"": 139, ""quantidade"": 2, ""origem"": ""recomendacao""}"
127,12,502,3b893b2e-00d,2026-01-17 20:29:49+00:00,view_produto,27.0,"{""produto_id"": 52, ""tempo_visualizacao_s"": 39, ""scroll_depth"": 0.49}"
128,12,502,3b893b2e-00d,2026-01-17 20:33:10+00:00,view_produto,91.0,"{""produto_id"": 105, ""tempo_visualizacao_s"": 21, ""scroll_depth"": 0.3}"
129,12,502,3b893b2e-00d,2026-01-17 20:34:48+00:00,add_carrinho,17.0,"{""produto_id"": 267, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
130,12,502,3b893b2e-00d,2026-01-17 20:36:34+00:00,view_produto,22.0,"{""produto_id"": 141, ""tempo_visualizacao_s"": 17, ""scroll_depth"": 0.31}"
131,12,502,3b893b2e-00d,2026-01-17 20:38:36+00:00,remove_carrinho,58.0,"{""produto_id"": 209, ""motivo"": null}"
132,12,502,3b893b2e-00d,2026-01-17 20:40:12+00:00,view_produto,28.0,"{""produto_id"": 276, ""tempo_visualizacao_s"": 142, ""scroll_depth"": 0.88}"
133,12,502,3b893b2e-00d,2026-01-17 20:42:27+00:00,view_produto,118.0,"{""produto_id"": 270, ""tempo_visualizacao_s"": 71, ""scroll_depth"": 0.6}"
134,12,502,3b893b2e-00d,2026-01-17 20:44:09+00:00,view_produto,31.0,"{""produto_id"": 241, ""tempo_visualizacao_s"": 33, ""scroll_depth"": 0.53}"
135,12,502,3b893b2e-00d,2026-01-17 20:45:02+00:00,view_produto,70.0,"{""produto_id"": 138, ""tempo_visualizacao_s"": 34, ""scroll_depth"": 0.62}"
136,12,502,3b893b2e-00d,2026-01-17 20:46:36+00:00,add_carrinho,64.0,"{""produto_id"": 282, ""quantidade"": 1, ""origem"": ""recomendacao""}"
137,12,502,3b893b2e-00d,2026-01-17 20:48:30+00:00,view_checkout,32.0,"{""etapa"": ""pagamento"", ""tempo_na_etapa_s"": 124}"
138,12,502,3b893b2e-00d,2026-01-17 20:50:33+00:00,abandono,,"{""pagina_saida"": ""carrinho"", ""tempo_inativo_s"": 6345}"
139,13,624,a493a067-088,2026-05-17 19:53:00+00:00,view_produto,107.0,"{""produto_id"": 42, ""tempo_visualizacao_s"": 90, ""scroll_depth"": 0.54}"
140,13,624,a493a067-088,2026-05-17 19:56:32+00:00,view_produto,43.0,"{""produto_id"": 237, ""tempo_visualizacao_s"": 156, ""scroll_depth"": 0.35}"
141,13,624,a493a067-088,2026-05-17 19:59:25+00:00,view_produto,119.0,"{""produto_id"": 114, ""tempo_visualizacao_s"": 73, ""scroll_depth"": 0.3}"
142,13,624,a493a067-088,2026-05-17 20:06:47+00:00,view_produto,99.0,"{""produto_id"": 68, ""tempo_visualizacao_s"": 166, ""scroll_depth"": 1.0}"
143,13,624,a493a067-088,2026-05-17 20:13:15+00:00,add_carrinho,118.0,"{""produto_id"": 154, ""quantidade"": 1, ""origem"": ""pagina_produto""}"
144,13,624,a493a067-088,2026-05-17 20:21:37+00:00,remove_carrinho,87.0,"{""produto_id"": 147, ""motivo"": ""mudou_ideia""}"
145,13,624,a493a067-088,2026-05-17 20:25:20+00:00,view_produto,89.0,"{""produto_id"": 27, ""tempo_visualizacao_s"": 8, ""scroll_depth"": 0.84}"
146,13,624,a493a067-088,2026-05-17 20:33:50+00:00,add_carrinho,32.0,"{""produto_id"": 102, ""quantidade"": 1, ""origem"": ""recomendacao""}"
147,13,624,a493a067-088,2026-05-17 20:37:12+00:00,update_quantidade,38.0,"{""produto_id"": 82, ""quantidade_anterior"": 3, ""quantidade_nova"": 5}"
148,13,624,a493a067-088,2026-05-17 20:45:20+00:00,view_checkout,91.0,"{""etapa"": ""endereco"", ""tempo_na_etapa_s"": 75}"
149,13,624,a493a067-088,2026-05-17 20:48:41+00:00,inicio_pagamento,59.0,"{""metodo"": ""boleto"", ""parcelas"": 10}"
150,14,1174,f12b7f67-5f0,2026-06-01 17:57:00+00:00,view_produto,14.0,"{""produto_id"": 177, ""tempo_visualizacao_s"": 53, ""scroll_depth"": 0.95}"
151,14,1174,f12b7f67-5f0,2026-06-01 18:03:09+00:00,view_produto,16.0,"{""produto_id"": 249, ""tempo_visualizacao_s"": 141, ""scroll_depth"": 0.92}"
152,14,1174,f12b7f67-5f0,2026-06-01 18:06:54+00:00,view_produto,67.0,"{""produto_id"": 294, ""tempo_visualizacao_s"": 12, ""scroll_depth"": 0.6}"
153,14,1174,f12b7f67-5f0,2026-06-01 18:13:14+00:00,add_carrinho,9.0,"{""produto_id"": 103, ""quantidade"": 3, ""origem"": ""pagina_produto""}"
154,14,1174,f12b7f67-5f0,2026-06-01 18:15:11+00:00,add_carrinho,104.0,"{""produto_id"": 255, ""quantidade"": 3, ""origem"": ""pagina_produto""}"
155,15,1180,cd7d4900-838,2026-03-27 22:01:00+00:00,view_produto,19.0,"{""produto_id"": 144, ""tempo_visualizacao_s"": 96, ""scroll_depth"": 0.72}"
156,15,1180,cd7d4900-838,2026-03-27 22:01:18+00:00,view_produto,29.0,"{""produto_id"": 284, ""tempo_visualizacao_s"": 87, ""scroll_depth"": 0.7}"
157,15,1180,cd7d4900-838,2026-03-27 22:02:10+00:00,view_produto,13.0,"{""produto_id"": 152, ""tempo_visualizacao_s"": 152, ""scroll_depth"": 0.77}"
158,15,1180,cd7d4900-838,2026-03-27 22:02:35+00:00,view_produto,46.0,"{""produto_id"": 234, ""tempo_visualizacao_s"": 103, ""scroll_depth"": 0.66}"
159,15,1180,cd7d4900-838,2026-03-27 22:03:27+00:00,view_produto,53.0,"{""produto_id"": 18, ""tempo_visualizacao_s"": 88, ""scroll_depth"": 0.52}"
160,15,1180,cd7d4900-838,2026-03-27 22:03:48+00:00,add_carrinho,58.0,"{""produto_id"": 76, ""quantidade"": 2, ""origem"": ""busca""}"
161,15,1180,cd7d4900-838,2026-03-27 22:05:16+00:00,view_produto,2.0,"{""produto_id"": 282, ""tempo_visualizacao_s"": 124, ""scroll_depth"": 0.45}"
162,15,1180,cd7d4900-838,2026-03-27 22:05:33+00:00,add_carrinho,62.0,"{""produto_id"": 54, ""quantidade"": 1, ""origem"": ""busca""}"
163,15,1180,cd7d4900-838,2026-03-27 22:05:53+00:00,add_carrinho,78.0,"{""produto_id"": 123, ""quantidade"": 3, ""origem"": ""busca""}"
164,15,1180,cd7d4900-838,2026-03-27 22:07:27+00:00,view_produto,102.0,"{""produto_id"": 72, ""tempo_visualizacao_s"": 142, ""scroll_depth"": 0.37}"
165,15,1180,cd7d4900-838,2026-03-27 22:07:57+00:00,update_quantidade,54.0,"{""produto_id"": 96, ""quantidade_anterior"": 2, ""quantidade_nova"": 3}"
