produto_id,nome,categoria,subcategoria,marca,preco_atual,preco_original,em_estoque,avaliacao_media,total_avaliacoes,url_imagem,data_cadastro,ativo
26,Xiaomi Notebook Neo i5,Eletrônicos,Notebooks,Xiaomi,163.48,121.15,True,4.0,218,https://cdn.marketplace.com.br/img/26.jpg,2025-01-26 03:06:00+00:00,True
27,LG Caixa de Som Sport,Eletrônicos,Áudio,LG,4748.17,4748.17,True,,0,https://cdn.marketplace.com.br/img/27.jpg,2025-08-08 03:06:00+00:00,True
28,JBL Soundbar Elite,Eletrônicos,Áudio,JBL,4722.16,4722.16,True,4.4,1569,https://cdn.marketplace.com.br/img/28.jpg,2025-07-07 03:06:00+00:00,True
29,Samsung iPhone Plus,Eletrônicos,Smartphones,Samsung,242.77,242.77,True,5.0,970,https://cdn.marketplace.com.br/img/29.jpg,2025-10-04 03:06:00+00:00,True
30,Apple Cabo USB-C Plus,Eletrônicos,Acessórios,Apple,3163.17,3163.17,True,4.2,192,https://cdn.marketplace.com.br/img/30.jpg,2025-05-20 03:06:00+00:00,True
31,Samsung IdeaPad Elite,Eletrônicos,Notebooks,Samsung,4342.13,4342.13,True,3.2,867,https://cdn.marketplace.com.br/img/31.jpg,2025-01-06 03:06:00+00:00,True
32,Samsung Carregador Turbo Max,Eletrônicos,Acessórios,Samsung,1340.79,1976.45,True,3.9,1391,https://cdn.marketplace.com.br/img/32.jpg,2025-08-11 03:06:00+00:00,True
33,Motorola Redmi Note Ultra,Eletrônicos,Smartphones,Motorola,3774.15,3774.15,True,,0,https://cdn.marketplace.com.br/img/33.jpg,2025-11-21 03:06:00+00:00,True
34,JBL IdeaPad Prime,Eletrônicos,Notebooks,JBL,2752.18,2752.18,True,4.3,913,https://cdn.marketplace.com.br/img/34.jpg,2025-04-24 03:06:00+00:00,True
35,Samsung MacBook Sport,Eletrônicos,Notebooks,Samsung,775.59,775.59,True,3.5,1351,https://cdn.marketplace.com.br/img/35.jpg,2025-05-30 03:06:00+00:00,True
36,LG Capinha Neo,Eletrônicos,Acessórios,LG,3012.33,3540.07,True,4.2,1662,https://cdn.marketplace.com.br/img/36.jpg,2025-11-05 03:06:00+00:00,True
37,LG Galaxy Max,Eletrônicos,Smartphones,LG,2937.58,2937.58,True,4.0,1253,https://cdn.marketplace.com.br/img/37.jpg,2025-07-22 03:06:00+00:00,True
38,LG Notebook Pro i5,Eletrônicos,Notebooks,LG,3493.86,3493.86,True,3.8,1977,https://cdn.marketplace.com.br/img/38.jpg,2025-12-21 03:06:00+00:00,True
39,Motorola Cabo USB-C Elite,Eletrônicos,Acessórios,Motorola,889.82,889.82,True,2.7,1947,https://cdn.marketplace.com.br/img/39.jpg,2025-08-10 03:06:00+00:00,True
40,Motorola Soundbar Max,Eletrônicos,Áudio,Motorola,4121.46,4121.46,True,3.2,824,https://cdn.marketplace.com.br/img/40.jpg,2025-03-22 03:06:00+00:00,False
41,Sony Galaxy Plus,Eletrônicos,Smartphones,Sony,3810.12,4936.92,True,3.7,1123,https://cdn.marketplace.com.br/img/41.jpg,2025-02-25 03:06:00+00:00,True
42,Sony Headset Ultra,Eletrônicos,Áudio,Sony,2946.39,2946.39,True,4.8,457,https://cdn.marketplace.com.br/img/42.jpg,2026-01-01 03:06:00+00:00,True
43,Samsung iPhone Elite,Eletrônicos,Smartphones,Samsung,159.71,159.71,True,3.3,919,https://cdn.marketplace.com.br/img/43.jpg,2025-06-09 03:06:00+00:00,True
44,Xiaomi MatePad Neo,Eletrônicos,Tablets,Xiaomi,3105.36,3105.36,True,5.0,435,https://cdn.marketplace.com.br/img/44.jpg,2025-02-28 03:06:00+00:00,True
45,Sony Capinha Sport,Eletrônicos,Acessórios,Sony,4318.6,4318.6,True,3.6,546,https://cdn.marketplace.com.br/img/45.jpg,2025-04-15 03:06:00+00:00,True
46,Xiaomi MatePad Max,Eletrônicos,Tablets,Xiaomi,2709.35,2709.35,True,2.5,900,https://cdn.marketplace.com.br/img/46.jpg,2025-01-07 03:06:00+00:00,True
47,Xiaomi Tab SPlus,Eletrônicos,Tablets,Xiaomi,2131.13,3029.48,True,5.0,524,https://cdn.marketplace.com.br/img/47.jpg,2025-01-21 03:06:00+00:00,True
48,JBL IdeaPad Classic,Eletrônicos,Notebooks,JBL,506.74,506.74,False,5.0,48,https://cdn.marketplace.com.br/img/48.jpg,2025-11-02 03:06:00+00:00,True
49,Xiaomi Pixel Lite,Eletrônicos,Smartphones,Xiaomi,1086.18,1086.18,True,5.0,526,https://cdn.marketplace.com.br/img/49.jpg,2025-06-29 03:06:00+00:00,True
50,LG Tab SPlus,Eletrônicos,Tablets,LG,2264.59,2264.59,True,3.6,714,https://cdn.marketplace.com.br/img/50.jpg,2025-11-24 03:06:00+00:00,True
51,Sony Aspire Classic,Eletrônicos,Notebooks,Sony,4458.01,4458.01,True,3.9,34,https://cdn.marketplace.com.br/img/51.jpg,2025-09-13 03:06:00+00:00,True
52,Apple Tab SUltra,Eletrônicos,Tablets,Apple,1847.16,1847.16,False,3.1,1765,https://cdn.marketplace.com.br/img/52.jpg,2025-03-19 03:06:00+00:00,True
53,Sony Capinha Elite,Eletrônicos,Acessórios,Sony,3558.1,4488.89,True,4.1,4,https://cdn.marketplace.com.br/img/53.jpg,2025-02-01 03:06:00+00:00,True
54,Sony Tab SPlus,Eletrônicos,Tablets,Sony,2805.88,2805.88,True,3.7,1142,https://cdn.marketplace.com.br/img/54.jpg,2025-02-12 03:06:00+00:00,True
55,Motorola Galaxy Sport,Eletrônicos,Smartphones,Motorola,3073.28,3850.41,True,3.2,261,https://cdn.marketplace.com.br/img/55.jpg,2025-08-17 03:06:00+00:00,True
56,Motorola Notebook Ultra i5,Eletrônicos,Notebooks,Motorola,51.17,63.32,True,2.1,1605,https://cdn.marketplace.com.br/img/56.jpg,2025-02-18 03:06:00+00:00,True
57,Xiaomi Fone Bluetooth Plus,Eletrônicos,Áudio,Xiaomi,689.1,947.0,True,3.3,798,https://cdn.marketplace.com.br/img/57.jpg,2025-03-17 03:06:00+00:00,True
58,Sony iPad Lite,Eletrônicos,Tablets,Sony,1615.07,1615.07,True,4.3,800,https://cdn.marketplace.com.br/img/58.jpg,2025-07-07 03:06:00+00:00,True
59,Samsung Galaxy Pro,Eletrônicos,Smartphones,Samsung,1987.74,1987.74,True,2.3,1203,https://cdn.marketplace.com.br/img/59.jpg,2025-11-21 03:06:00+00:00,True
60,Samsung Soundbar Prime,Eletrônicos,Áudio,Samsung,2887.0,2887.0,True,3.2,289,https://cdn.marketplace.com.br/img/60.jpg,2025-04-23 03:06:00+00:00,True
61,Xiaomi Caixa de Som Pro,Eletrônicos,Áudio,Xiaomi,559.33,559.33,True,5.0,1181,https://cdn.marketplace.com.br/img/61.jpg,2025-11-16 03:06:00+00:00,True
62,LG MatePad Max,Eletrônicos,Tablets,LG,2849.17,2849.17,True,3.9,872,https://cdn.marketplace.com.br/img/62.jpg,2025-11-25 03:06:00+00:00,True
63,Sony IdeaPad Sport,Eletrônicos,Notebooks,Sony,2951.74,2951.74,True,,0,https://cdn.marketplace.com.br/img/63.jpg,2025-02-20 03:06:00+00:00,True
64,JBL Película Ultra,Eletrônicos,Acessórios,JBL,2759.32,3550.73,True,3.0,1429,https://cdn.marketplace.com.br/img/64.jpg,2025-01-21 03:06:00+00:00,True
65,Samsung Redmi Note Elite,Eletrônicos,Smartphones,Samsung,3058.98,3058.98,True,3.7,1690,https://cdn.marketplace.com.br/img/65.jpg,2025-03-17 03:06:00+00:00,True
66,Sony iPad Prime,Eletrônicos,Tablets,Sony,1767.32,1767.32,True,3.6,1991,https://cdn.marketplace.com.br/img/66.jpg,2025-07-06 03:06:00+00:00,True
67,JBL Redmi Note Neo,Eletrônicos,Smartphones,JBL,906.32,1139.38,True,3.6,342,https://cdn.marketplace.com.br/img/67.jpg,2025-10-31 03:06:00+00:00,True
68,JBL Redmi Note Elite,Eletrônicos,Smartphones,JBL,5462.76,4495.27,True,3.6,194,https://cdn.marketplace.com.br/img/68.jpg,2025-09-11 03:06:00+00:00,True
69,Samsung Película Prime,Eletrônicos,Acessórios,Samsung,4733.17,4733.17,True,5.0,87,https://cdn.marketplace.com.br/img/69.jpg,2025-11-08 03:06:00+00:00,True
70,Samsung Fone Bluetooth Prime,Eletrônicos,Áudio,Samsung,1043.16,1306.65,True,3.9,1288,https://cdn.marketplace.com.br/img/70.jpg,2025-03-17 03:06:00+00:00,True
71,Motorola Tab SNeo,Eletrônicos,Tablets,Motorola,1149.66,1064.57,True,4.6,1405,https://cdn.marketplace.com.br/img/71.jpg,2025-11-27 03:06:00+00:00,True
72,LG Pixel Lite,Eletrônicos,Smartphones,LG,1712.44,1712.44,True,,0,https://cdn.marketplace.com.br/img/72.jpg,2025-12-13 03:06:00+00:00,True
73,Adidas Camiseta Max Básica,Moda,Camisetas,Adidas,570.52,570.52,True,3.9,721,https://cdn.marketplace.com.br/img/73.jpg,2025-09-09 03:06:00+00:00,True
74,Renner Jeans Prime Slim,Moda,Calças,Renner,154.17,154.17,True,,0,https://cdn.marketplace.com.br/img/74.jpg,2025-12-04 03:06:00+00:00,True
75,C&A Vestido Ultra Casual,Moda,Vestidos,C&A,494.48,494.48,True,3.9,588,https://cdn.marketplace.com.br/img/75.jpg,2025-10-07 03:06:00+00:00,True
76,Nike Vestido Neo Longo,Moda,Vestidos,Nike,339.94,447.25,True,4.9,1582,https://cdn.marketplace.com.br/img/76.jpg,2025-10-30 03:06:00+00:00,True
77,Zara Camiseta Lite Básica,Moda,Camisetas,Zara,328.02,469.36,True,3.4,744,https://cdn.marketplace.com.br/img/77.jpg,2025-05-20 03:06:00+00:00,True
78,Nike Carteira Lite,Moda,Acessórios,Nike,235.5,337.61,True,3.4,73,https://cdn.marketplace.com.br/img/78.jpg,2025-06-15 03:06:00+00:00,True
79,Zara Óculos Sport,Moda,Acessórios,Zara,405.39,291.92,True,,0,https://cdn.marketplace.com.br/img/79.jpg,2025-12-21 03:06:00+00:00,True
80,Nike Vestido Pro Midi,Moda,Vestidos,Nike,571.54,571.54,True,5.0,1800,https://cdn.marketplace.com.br/img/80.jpg,2025-08-06 03:06:00+00:00,True
81,Adidas Camiseta Sport Básica,Moda,Camisetas,Adidas,74.49,59.31,True,2.2,335,https://cdn.marketplace.com.br/img/81.jpg,2025-09-07 03:06:00+00:00,True
82,Zara Legging Plus,Moda,Calças,Zara,369.79,454.59,True,3.6,1176,https://cdn.marketplace.com.br/img/82.jpg,2025-09-16 03:06:00+00:00,True
83,Zara Óculos Sport,Moda,Acessórios,Zara,378.97,443.02,True,4.5,1450,https://cdn.marketplace.com.br/img/83.jpg,2025-09-16 03:06:00+00:00,False
84,Adidas Calça Prime Cargo,Moda,Calças,Adidas,135.62,135.62,True,,0,https://cdn.marketplace.com.br/img/84.jpg,2025-03-06 03:06:00+00:00,True
85,C&A Bolsa Classic,Moda,Acessórios,C&A,299.76,360.93,True,4.0,577,https://cdn.marketplace.com.br/img/85.jpg,2025-07-09 03:06:00+00:00,True
86,Hering Calça Ultra Cargo,Moda,Calças,Hering,35.23,53.89,True,4.6,1326,https://cdn.marketplace.com.br/img/86.jpg,2025-01-23 03:06:00+00:00,True
87,Hering Polo Elite,Moda,Camisetas,Hering,567.26,567.26,True,3.6,226,https://cdn.marketplace.com.br/img/87.jpg,2025-02-23 03:06:00+00:00,True
88,C&A Vestido Ultra Midi,Moda,Vestidos,C&A,308.97,388.87,True,2.3,1169,https://cdn.marketplace.com.br/img/88.jpg,2025-05-31 03:06:00+00:00,True
89,Renner Cinto Classic,Moda,Acessórios,Renner,367.88,367.88,True,5.0,988,https://cdn.marketplace.com.br/img/89.jpg,2025-12-04 03:06:00+00:00,True
90,Adidas Tênis Elite Run,Moda,Calçados,Adidas,560.91,560.91,True,3.6,914,https://cdn.marketplace.com.br/img/90.jpg,2025-11-26 03:06:00+00:00,True
91,Renner Bolsa Plus,Moda,Acessórios,Renner,312.13,312.13,True,3.9,1890,https://cdn.marketplace.com.br/img/91.jpg,2025-11-23 03:06:00+00:00,True
92,Hering Vestido Classic Midi,Moda,Vestidos,Hering,147.81,220.29,True,4.6,426,https://cdn.marketplace.com.br/img/92.jpg,2025-07-26 03:06:00+00:00,True
93,Hering Calça Prime Cargo,Moda,Calças,Hering,119.28,139.99,True,,0,https://cdn.marketplace.com.br/img/93.jpg,2025-01-13 03:06:00+00:00,True
94,C&A Vestido Prime Longo,Moda,Vestidos,C&A,338.42,338.42,True,3.7,989,https://cdn.marketplace.com.br/img/94.jpg,2025-03-30 03:06:00+00:00,True
95,Hering Legging Pro,Moda,Calças,Hering,469.36,469.36,False,,0,https://cdn.marketplace.com.br/img/95.jpg,2025-09-04 03:06:00+00:00,True
96,Hering Óculos Max,Moda,Acessórios,Hering,368.71,368.71,True,3.3,1562,https://cdn.marketplace.com.br/img/96.jpg,2025-05-21 03:06:00+00:00,True
97,Nike Cinto Prime,Moda,Acessórios,Nike,349.48,500.67,True,4.4,1731,https://cdn.marketplace.com.br/img/97.jpg,2025-01-30 03:06:00+00:00,False
98,Renner Cinto Ultra,Moda,Acessórios,Renner,393.86,393.86,False,3.6,1981,https://cdn.marketplace.com.br/img/98.jpg,2025-07-23 03:06:00+00:00,True
99,Adidas Bota Elite,Moda,Calçados,Adidas,111.34,120.67,True,4.1,199,https://cdn.marketplace.com.br/img/99.jpg,2025-01-18 03:06:00+00:00,False
100,Adidas Bota Lite,Moda,Calçados,Adidas,483.93,483.93,True,,0,https://cdn.marketplace.com.br/img/100.jpg,2025-05-11 03:06:00+00:00,True
101,Hering Polo Neo,Moda,Camisetas,Hering,257.02,361.62,True,3.7,1390,https://cdn.marketplace.com.br/img/101.jpg,2025-09-29 03:06:00+00:00,True
102,Nike T-Shirt Classic Premium,Moda,Camisetas,Nike,52.48,52.48,True,3.2,1696,https://cdn.marketplace.com.br/img/102.jpg,2025-10-14 03:06:00+00:00,True
103,Adidas T-Shirt Pro Premium,Moda,Camisetas,Adidas,350.19,325.0,True,5.0,143,https://cdn.marketplace.com.br/img/103.jpg,2025-09-18 03:06:00+00:00,True
104,Renner Vestido Neo Longo,Moda,Vestidos,Renner,368.92,368.92,True,4.3,1864,https://cdn.marketplace.com.br/img/104.jpg,2025-07-08 03:06:00+00:00,True
105,Zara Vestido Sport Casual,Moda,Vestidos,Zara,527.88,476.68,True,5.0,1561,https://cdn.marketplace.com.br/img/105.jpg,2025-03-07 03:06:00+00:00,True
106,Renner Sapatênis Prime,Moda,Calçados,Renner,354.29,277.08,True,4.7,1083,https://cdn.marketplace.com.br/img/106.jpg,2025-08-24 03:06:00+00:00,True
107,Renner Carteira Pro,Moda,Acessórios,Renner,336.81,508.96,True,4.5,956,https://cdn.marketplace.com.br/img/107.jpg,2025-08-03 03:06:00+00:00,True
108,Hering T-Shirt Ultra Premium,Moda,Camisetas,Hering,255.34,255.34,True,4.4,755,https://cdn.marketplace.com.br/img/108.jpg,2025-06-30 03:06:00+00:00,True
109,Adidas Óculos Ultra,Moda,Acessórios,Adidas,329.22,447.77,True,3.8,318,https://cdn.marketplace.com.br/img/109.jpg,2025-02-20 03:06:00+00:00,True
110,Hering T-Shirt Prime Premium,Moda,Camisetas,Hering,123.11,123.11,True,4.7,1473,https://cdn.marketplace.com.br/img/110.jpg,2025-07-22 03:06:00+00:00,True
111,Adidas Vestido Neo Longo,Moda,Vestidos,Adidas,126.66,126.66,True,4.3,513,https://cdn.marketplace.com.br/img/111.jpg,2025-02-23 03:06:00+00:00,True
112,Zara Camiseta Ultra Básica,Moda,Camisetas,Zara,334.0,334.0,True,2.7,1926,https://cdn.marketplace.com.br/img/112.jpg,2025-09-16 03:06:00+00:00,False
113,Nike Legging Ultra,Moda,Calças,Nike,514.93,563.77,True,3.3,490,https://cdn.marketplace.com.br/img/113.jpg,2025-04-01 03:06:00+00:00,True
114,C&A Vestido Classic Casual,Moda,Vestidos,C&A,394.2,394.2,True,3.8,1452,https://cdn.marketplace.com.br/img/114.jpg,2025-03-14 03:06:00+00:00,False
115,Hering Óculos Plus,Moda,Acessórios,Hering,144.96,144.96,True,,0,https://cdn.marketplace.com.br/img/115.jpg,2025-04-13 03:06:00+00:00,True
116,Nike Legging Prime,Moda,Calças,Nike,568.33,568.33,True,3.4,1864,https://cdn.marketplace.com.br/img/116.jpg,2025-01-22 03:06:00+00:00,True
117,C&A Vestido Ultra Midi,Moda,Vestidos,C&A,358.9,358.9,True,3.9,1185,https://cdn.marketplace.com.br/img/117.jpg,2025-07-17 03:06:00+00:00,True
118,Renner Cinto Classic,Moda,Acessórios,Renner,92.09,92.09,True,4.4,1665,https://cdn.marketplace.com.br/img/118.jpg,2025-01-23 03:06:00+00:00,True
119,Nike Óculos Sport,Moda,Acessórios,Nike,255.72,255.72,True,3.5,1521,https://cdn.marketplace.com.br/img/119.jpg,2025-03-17 03:06:00+00:00,True
120,C&A Vestido Sport Casual,Moda,Vestidos,C&A,462.73,462.73,True,2.5,1764,https://cdn.marketplace.com.br/img/120.jpg,2025-04-06 03:06:00+00:00,True
121,Hering Legging Ultra,Moda,Calças,Hering,106.93,141.49,True,3.9,1807,https://cdn.marketplace.com.br/img/121.jpg,2025-02-12 03:06:00+00:00,True
122,C&A Jeans Lite Slim,Moda,Calças,C&A,151.2,176.26,True,5.0,1969,https://cdn.marketplace.com.br/img/122.jpg,2025-10-17 03:06:00+00:00,True
123,Hering Vestido Prime Casual,Moda,Vestidos,Hering,329.24,329.24,True,4.4,36,https://cdn.marketplace.com.br/img/123.jpg,2025-10-10 03:06:00+00:00,True
124,Hering Camiseta Sport Básica,Moda,Camisetas,Hering,71.24,93.91,True,3.0,1657,https://cdn.marketplace.com.br/img/124.jpg,2025-08-30 03:06:00+00:00,True
125,Adidas Polo Ultra,Moda,Camisetas,Adidas,202.07,202.07,True,4.2,915,https://cdn.marketplace.com.br/img/125.jpg,2025-07-22 03:06:00+00:00,True
126,Nike Cinto Plus,Moda,Acessórios,Nike,299.45,299.45,True,4.2,969,https://cdn.marketplace.com.br/img/126.jpg,2025-10-16 03:06:00+00:00,True
127,Adidas Polo Prime,Moda,Camisetas,Adidas,426.13,426.13,True,2.8,999,https://cdn.marketplace.com.br/img/127.jpg,2025-03-28 03:06:00+00:00,True
128,C&A Calça Prime Cargo,Moda,Calças,C&A,355.73,470.29,True,4.7,1805,https://cdn.marketplace.com.br/img/128.jpg,2025-11-14 03:06:00+00:00,True
129,Zara Sapatênis Ultra,Moda,Calçados,Zara,184.45,184.45,False,2.6,342,https://cdn.marketplace.com.br/img/129.jpg,2025-02-10 03:06:00+00:00,True
130,Zara T-Shirt Prime Premium,Moda,Camisetas,Zara,230.54,295.07,True,3.9,446,https://cdn.marketplace.com.br/img/130.jpg,2025-07-28 03:06:00+00:00,True
131,Hering Polo Prime,Moda,Camisetas,Hering,167.96,257.51,True,2.7,149,https://cdn.marketplace.com.br/img/131.jpg,2025-10-10 03:06:00+00:00,True
132,Renner T-Shirt Lite Premium,Moda,Camisetas,Renner,372.73,433.88,True,3.9,1867,https://cdn.marketplace.com.br/img/132.jpg,2025-02-13 03:06:00+00:00,True
133,Adidas Bota Neo,Moda,Calçados,Adidas,553.95,553.95,True,4.4,1263,https://cdn.marketplace.com.br/img/133.jpg,2025-11-14 03:06:00+00:00,True
134,C&A Vestido Neo Casual,Moda,Vestidos,C&A,77.78,110.43,True,,0,https://cdn.marketplace.com.br/img/134.jpg,2025-01-20 03:06:00+00:00,True
135,Adidas Sapatênis Sport,Moda,Calçados,Adidas,344.81,498.71,True,3.3,899,https://cdn.marketplace.com.br/img/135.jpg,2025-12-08 03:06:00+00:00,True
136,Etna Panela Lite,Casa & Decoração,Cozinha,Etna,258.2,258.2,True,4.2,1556,https://cdn.marketplace.com.br/img/136.jpg,2025-08-09 03:06:00+00:00,True
137,Tramontina Frigideira Plus,Casa & Decoração,Cozinha,Tramontina,1823.6,1957.5,True,3.3,1353,https://cdn.marketplace.com.br/img/137.jpg,2025-07-30 03:06:00+00:00,True
138,Tok&Stok Edredom Elite,Casa & Decoração,Cama & Banho,Tok&Stok,2445.53,2445.53,True,3.5,1255,https://cdn.marketplace.com.br/img/138.jpg,2025-07-08 03:06:00+00:00,True
139,Tramontina Jogo de Talheres Neo,Casa & Decoração,Cozinha,Tramontina,2485.96,2485.96,True,,0,https://cdn.marketplace.com.br/img/139.jpg,2025-11-01 03:06:00+00:00,False
140,Etna Jogo de Talheres Sport,Casa & Decoração,Cozinha,Etna,585.19,585.19,True,3.7,497,https://cdn.marketplace.com.br/img/140.jpg,2025-06-28 03:06:00+00:00,True
141,Etna Frigideira Lite,Casa & Decoração,Cozinha,Etna,1959.09,2596.59,True,3.5,554,https://cdn.marketplace.com.br/img/141.jpg,2025-12-12 03:06:00+00:00,True
142,Camicado Mesa Classic,Casa & Decoração,Móveis,Camicado,2070.54,2070.54,True,3.7,715,https://cdn.marketplace.com.br/img/142.jpg,2025-04-30 03:06:00+00:00,True
143,Tramontina Mesa Prime,Casa & Decoração,Móveis,Tramontina,1140.35,1564.76,True,4.5,1529,https://cdn.marketplace.com.br/img/143.jpg,2025-10-07 03:06:00+00:00,True
144,Camicado Quadro Ultra,Casa & Decoração,Decoração,Camicado,1535.47,1535.47,True,2.9,773,https://cdn.marketplace.com.br/img/144.jpg,2025-01-17 03:06:00+00:00,True
145,Etna Spot LED Pro,Casa & Decoração,Iluminação,Etna,900.33,900.33,True,2.4,1585,https://cdn.marketplace.com.br/img/145.jpg,2025-03-16 03:06:00+00:00,True
146,Tok&Stok Cadeira Prime,Casa & Decoração,Móveis,Tok&Stok,144.91,144.91,True,5.0,351,https://cdn.marketplace.com.br/img/146.jpg,2025-03-20 03:06:00+00:00,True
147,Tramontina Luminária Elite,Casa & Decoração,Iluminação,Tramontina,1509.91,1803.52,True,5.0,414,https://cdn.marketplace.com.br/img/147.jpg,2025-06-03 03:06:00+00:00,True
148,Camicado Mesa Max,Casa & Decoração,Móveis,Camicado,2020.84,2020.84,True,2.8,1662,https://cdn.marketplace.com.br/img/148.jpg,2025-03-06 03:06:00+00:00,True
149,Camicado Edredom Neo,Casa & Decoração,Cama & Banho,Camicado,1784.65,2264.4,True,,0,https://cdn.marketplace.com.br/img/149.jpg,2025-06-03 03:06:00+00:00,True
150,Tramontina Espelho Neo,Casa & Decoração,Decoração,Tramontina,1635.77,1635.77,True,4.3,413,https://cdn.marketplace.com.br/img/150.jpg,2025-12-03 03:06:00+00:00,True
151,Tramontina Frigideira Sport,Casa & Decoração,Cozinha,Tramontina,34.93,47.71,True,,0,https://cdn.marketplace.com.br/img/151.jpg,2025-05-23 03:06:00+00:00,True
152,Etna Mesa Prime,Casa & Decoração,Móveis,Etna,1852.54,1852.54,False,4.0,1036,https://cdn.marketplace.com.br/img/152.jpg,2025-06-07 03:06:00+00:00,True
153,Tok&Stok Jogo de Talheres Max,Casa & Decoração,Cozinha,Tok&Stok,2528.97,2528.97,True,,0,https://cdn.marketplace.com.br/img/153.jpg,2025-09-13 03:06:00+00:00,True
