produto_id,nome,categoria,subcategoria,marca,preco_atual,preco_original,em_estoque,avaliacao_media,total_avaliacoes,url_imagem,data_cadastro,ativo
70,Sony Capinha Ultra,Eletrônicos,Acessórios,Sony,739.05,972.6,True,4.5,402,https://cdn.marketplace.com.br/img/70.jpg,2025-03-12 00:00:00+00:00,True
71,JBL iPad Pro,Eletrônicos,Tablets,JBL,3750.57,3750.57,True,2.4,1249,https://cdn.marketplace.com.br/img/71.jpg,2025-02-27 00:00:00+00:00,True
72,Sony iPad Max,Eletrônicos,Tablets,Sony,3157.05,3157.05,True,,0,https://cdn.marketplace.com.br/img/72.jpg,2025-12-18 00:00:00+00:00,True
73,Hering Vestido Neo Midi,Moda,Vestidos,Hering,458.77,458.77,True,3.5,1858,https://cdn.marketplace.com.br/img/73.jpg,2025-12-23 00:00:00+00:00,True
74,Hering Bolsa Elite,Moda,Acessórios,Hering,374.16,374.16,True,3.5,1181,https://cdn.marketplace.com.br/img/74.jpg,2025-11-16 00:00:00+00:00,True
75,Zara Vestido Lite Longo,Moda,Vestidos,Zara,287.1,339.25,True,3.9,712,https://cdn.marketplace.com.br/img/75.jpg,2025-12-10 00:00:00+00:00,True
76,Adidas Tênis Elite Run,Moda,Calçados,Adidas,318.26,318.26,True,,0,https://cdn.marketplace.com.br/img/76.jpg,2025-02-20 00:00:00+00:00,True
77,Renner Sapatênis Ultra,Moda,Calçados,Renner,336.51,433.03,True,4.5,1014,https://cdn.marketplace.com.br/img/77.jpg,2025-11-12 00:00:00+00:00,True
78,Nike Vestido Ultra Casual,Moda,Vestidos,Nike,591.26,591.26,True,,0,https://cdn.marketplace.com.br/img/78.jpg,2025-02-23 00:00:00+00:00,True
79,Renner Vestido Classic Longo,Moda,Vestidos,Renner,324.09,454.12,True,3.6,1626,https://cdn.marketplace.com.br/img/79.jpg,2025-10-19 00:00:00+00:00,True
80,Adidas Vestido Pro Longo,Moda,Vestidos,Adidas,246.49,364.53,True,3.0,25,https://cdn.marketplace.com.br/img/80.jpg,2025-07-06 00:00:00+00:00,True
81,Renner Polo Neo,Moda,Camisetas,Renner,123.58,155.36,True,5.0,342,https://cdn.marketplace.com.br/img/81.jpg,2025-10-31 00:00:00+00:00,True
82,Renner T-Shirt Prime Premium,Moda,Camisetas,Renner,273.17,273.17,True,2.5,670,https://cdn.marketplace.com.br/img/82.jpg,2025-03-23 00:00:00+00:00,True
83,Adidas Vestido Max Midi,Moda,Vestidos,Adidas,288.27,288.27,True,4.8,831,https://cdn.marketplace.com.br/img/83.jpg,2025-08-23 00:00:00+00:00,True
84,Adidas Vestido Max Casual,Moda,Vestidos,Adidas,396.98,396.98,True,,0,https://cdn.marketplace.com.br/img/84.jpg,2025-03-20 00:00:00+00:00,True
85,Nike Polo Max,Moda,Camisetas,Nike,161.61,161.61,True,,0,https://cdn.marketplace.com.br/img/85.jpg,2025-11-09 00:00:00+00:00,True
86,Nike Vestido Elite Longo,Moda,Vestidos,Nike,73.59,86.58,True,2.1,491,https://cdn.marketplace.com.br/img/86.jpg,2025-07-21 00:00:00+00:00,True
87,Adidas Legging Pro,Moda,Calças,Adidas,132.9,148.4,True,4.5,815,https://cdn.marketplace.com.br/img/87.jpg,2025-06-19 00:00:00+00:00,True
88,Zara Legging Prime,Moda,Calças,Zara,182.7,182.7,True,3.7,1758,https://cdn.marketplace.com.br/img/88.jpg,2025-05-21 00:00:00+00:00,True
89,C&A Jeans Sport Slim,Moda,Calças,C&A,352.39,352.39,True,3.7,1233,https://cdn.marketplace.com.br/img/89.jpg,2025-12-19 00:00:00+00:00,True
90,Nike T-Shirt Neo Premium,Moda,Camisetas,Nike,505.81,505.81,True,2.7,1133,https://cdn.marketplace.com.br/img/90.jpg,2025-09-26 00:00:00+00:00,False
91,Renner Calça Lite Cargo,Moda,Calças,Renner,259.97,313.81,True,3.4,342,https://cdn.marketplace.com.br/img/91.jpg,2025-12-06 00:00:00+00:00,True
92,Hering Jeans Classic Slim,Moda,Calças,Hering,311.64,311.64,True,4.1,981,https://cdn.marketplace.com.br/img/92.jpg,2025-06-26 00:00:00+00:00,False
93,C&A Bota Pro,Moda,Calçados,C&A,77.1,77.1,True,2.6,1536,https://cdn.marketplace.com.br/img/93.jpg,2025-07-22 00:00:00+00:00,True
94,C&A Vestido Prime Casual,Moda,Vestidos,C&A,408.19,408.19,False,3.2,1313,https://cdn.marketplace.com.br/img/94.jpg,2025-04-27 00:00:00+00:00,True
95,Hering Vestido Pro Longo,Moda,Vestidos,Hering,312.83,312.83,True,3.5,713,https://cdn.marketplace.com.br/img/95.jpg,2025-03-12 00:00:00+00:00,True
96,Adidas Vestido Prime Midi,Moda,Vestidos,Adidas,69.47,73.18,True,4.0,102,https://cdn.marketplace.com.br/img/96.jpg,2025-01-13 00:00:00+00:00,True
97,Zara Vestido Pro Midi,Moda,Vestidos,Zara,571.54,571.54,True,4.7,1800,https://cdn.marketplace.com.br/img/97.jpg,2025-08-06 00:00:00+00:00,True
98,Adidas Camiseta Sport Básica,Moda,Camisetas,Adidas,50.41,59.31,True,,0,https://cdn.marketplace.com.br/img/98.jpg,2025-12-17 00:00:00+00:00,True
99,C&A Carteira Prime,Moda,Acessórios,C&A,49.25,49.25,True,3.9,688,https://cdn.marketplace.com.br/img/99.jpg,2025-02-08 00:00:00+00:00,True
100,C&A Legging Max,Moda,Calças,C&A,211.79,211.79,True,,0,https://cdn.marketplace.com.br/img/100.jpg,2025-07-27 00:00:00+00:00,True
101,Adidas Cinto Ultra,Moda,Acessórios,Adidas,332.15,332.15,True,4.9,1540,https://cdn.marketplace.com.br/img/101.jpg,2025-01-18 00:00:00+00:00,True
102,Renner T-Shirt Plus Premium,Moda,Camisetas,Renner,43.81,43.81,True,,0,https://cdn.marketplace.com.br/img/102.jpg,2025-04-30 00:00:00+00:00,True
103,Zara Vestido Lite Longo,Moda,Vestidos,Zara,56.26,59.93,True,4.1,272,https://cdn.marketplace.com.br/img/103.jpg,2025-05-11 00:00:00+00:00,True
104,Hering Camiseta Pro Básica,Moda,Camisetas,Hering,140.04,166.0,True,3.0,1689,https://cdn.marketplace.com.br/img/104.jpg,2025-06-23 00:00:00+00:00,False
105,Nike Polo Sport,Moda,Camisetas,Nike,374.92,484.75,True,3.2,1343,https://cdn.marketplace.com.br/img/105.jpg,2025-03-06 00:00:00+00:00,True
106,Nike Legging Lite,Moda,Calças,Nike,66.94,66.94,False,4.3,1390,https://cdn.marketplace.com.br/img/106.jpg,2025-02-06 00:00:00+00:00,True
107,Nike T-Shirt Max Premium,Moda,Camisetas,Nike,500.84,500.84,True,3.4,727,https://cdn.marketplace.com.br/img/107.jpg,2025-07-09 00:00:00+00:00,True
108,Renner Polo Sport,Moda,Camisetas,Renner,323.59,323.59,True,3.7,781,https://cdn.marketplace.com.br/img/108.jpg,2025-09-04 00:00:00+00:00,False
109,C&A Tênis Plus Run,Moda,Calçados,C&A,290.64,290.64,False,4.6,1565,https://cdn.marketplace.com.br/img/109.jpg,2025-08-18 00:00:00+00:00,True
110,Nike Legging Elite,Moda,Calças,Nike,560.91,560.91,True,3.6,914,https://cdn.marketplace.com.br/img/110.jpg,2025-11-26 00:00:00+00:00,True
111,Renner Bolsa Plus,Moda,Acessórios,Renner,312.13,312.13,True,3.9,698,https://cdn.marketplace.com.br/img/111.jpg,2025-02-13 00:00:00+00:00,True
112,Renner Vestido Pro Midi,Moda,Vestidos,Renner,530.72,530.72,True,4.5,1369,https://cdn.marketplace.com.br/img/112.jpg,2025-07-05 00:00:00+00:00,True
113,Renner Bota Sport,Moda,Calçados,Renner,295.22,295.22,True,,0,https://cdn.marketplace.com.br/img/113.jpg,2025-07-26 00:00:00+00:00,True
114,Hering Calça Prime Cargo,Moda,Calças,Hering,119.28,139.99,True,4.2,360,https://cdn.marketplace.com.br/img/114.jpg,2025-05-24 00:00:00+00:00,False
115,Zara Óculos Neo,Moda,Acessórios,Zara,157.02,191.41,True,2.9,37,https://cdn.marketplace.com.br/img/115.jpg,2025-03-30 00:00:00+00:00,True
116,Hering Legging Pro,Moda,Calças,Hering,469.36,469.36,False,3.5,22,https://cdn.marketplace.com.br/img/116.jpg,2025-09-04 00:00:00+00:00,True
117,Hering Óculos Max,Moda,Acessórios,Hering,368.71,368.71,True,,0,https://cdn.marketplace.com.br/img/117.jpg,2025-11-30 00:00:00+00:00,True
118,Zara Vestido Prime Casual,Moda,Vestidos,Zara,184.88,284.06,True,2.8,887,https://cdn.marketplace.com.br/img/118.jpg,2025-03-23 00:00:00+00:00,True
119,C&A Calça Max Cargo,Moda,Calças,C&A,469.12,571.89,True,3.7,869,https://cdn.marketplace.com.br/img/119.jpg,2025-10-10 00:00:00+00:00,True
120,Zara Vestido Sport Midi,Moda,Vestidos,Zara,478.07,539.54,True,,0,https://cdn.marketplace.com.br/img/120.jpg,2025-03-27 00:00:00+00:00,True
121,Zara Sapatênis Classic,Moda,Calçados,Zara,525.02,525.02,True,4.2,387,https://cdn.marketplace.com.br/img/121.jpg,2025-01-18 00:00:00+00:00,False
122,Adidas Bota Lite,Moda,Calçados,Adidas,411.34,483.93,True,,0,https://cdn.marketplace.com.br/img/122.jpg,2025-04-04 00:00:00+00:00,True
123,C&A Camiseta Neo Básica,Moda,Camisetas,C&A,257.02,361.62,False,4.3,1741,https://cdn.marketplace.com.br/img/123.jpg,2025-06-07 00:00:00+00:00,True
124,C&A Legging Neo,Moda,Calças,C&A,196.15,196.15,True,3.0,401,https://cdn.marketplace.com.br/img/124.jpg,2025-10-18 00:00:00+00:00,True
125,Hering Tênis Sport Run,Moda,Calçados,Hering,472.11,472.11,True,,0,https://cdn.marketplace.com.br/img/125.jpg,2025-05-22 00:00:00+00:00,True
126,Renner T-Shirt Neo Premium,Moda,Camisetas,Renner,213.49,213.49,True,3.8,122,https://cdn.marketplace.com.br/img/126.jpg,2025-08-12 00:00:00+00:00,True
127,Zara Camiseta Max Básica,Moda,Camisetas,Zara,540.75,540.75,True,2.6,716,https://cdn.marketplace.com.br/img/127.jpg,2025-04-13 00:00:00+00:00,True
128,C&A Bota Prime,Moda,Calçados,C&A,406.57,406.57,False,4.5,22,https://cdn.marketplace.com.br/img/128.jpg,2025-12-30 00:00:00+00:00,True
129,Adidas Vestido Prime Casual,Moda,Vestidos,Adidas,400.57,400.57,True,3.5,685,https://cdn.marketplace.com.br/img/129.jpg,2025-05-26 00:00:00+00:00,True
130,Hering Vestido Neo Casual,Moda,Vestidos,Hering,286.39,439.85,True,2.2,1667,https://cdn.marketplace.com.br/img/130.jpg,2025-06-14 00:00:00+00:00,True
131,Hering Camiseta Ultra Básica,Moda,Camisetas,Hering,444.39,444.39,True,2.8,532,https://cdn.marketplace.com.br/img/131.jpg,2025-08-03 00:00:00+00:00,True
132,Hering T-Shirt Ultra Premium,Moda,Camisetas,Hering,255.34,255.34,True,2.6,932,https://cdn.marketplace.com.br/img/132.jpg,2025-04-15 00:00:00+00:00,True
133,C&A Jeans Max Slim,Moda,Calças,C&A,384.99,384.99,True,4.1,752,https://cdn.marketplace.com.br/img/133.jpg,2025-10-07 00:00:00+00:00,True
134,Renner Jeans Neo Slim,Moda,Calças,Renner,213.86,310.5,True,3.3,504,https://cdn.marketplace.com.br/img/134.jpg,2025-05-16 00:00:00+00:00,True
135,Zara Camiseta Classic Básica,Moda,Camisetas,Zara,257.36,257.36,True,,0,https://cdn.marketplace.com.br/img/135.jpg,2025-07-22 00:00:00+00:00,True
136,Etna Almofada Neo,Casa & Decoração,Decoração,Etna,446.91,525.78,True,3.6,1300,https://cdn.marketplace.com.br/img/136.jpg,2025-04-13 00:00:00+00:00,True
137,Camicado Jogo de Cama Ultra,Casa & Decoração,Cama & Banho,Camicado,1082.96,1082.96,True,4.8,1656,https://cdn.marketplace.com.br/img/137.jpg,2025-11-19 00:00:00+00:00,True
138,Tramontina Jogo de Cama Lite,Casa & Decoração,Cama & Banho,Tramontina,651.3,823.75,True,4.4,837,https://cdn.marketplace.com.br/img/138.jpg,2025-07-25 00:00:00+00:00,False
139,Camicado Luminária Plus,Casa & Decoração,Iluminação,Camicado,1924.23,2895.95,True,3.7,1209,https://cdn.marketplace.com.br/img/139.jpg,2025-11-24 00:00:00+00:00,True
140,Tramontina Abajur Lite,Casa & Decoração,Iluminação,Tramontina,357.89,394.61,True,3.2,1365,https://cdn.marketplace.com.br/img/140.jpg,2025-08-26 00:00:00+00:00,True
141,Tramontina Frigideira Plus,Casa & Decoração,Cozinha,Tramontina,1991.56,1991.56,True,4.2,1438,https://cdn.marketplace.com.br/img/141.jpg,2025-09-10 00:00:00+00:00,True
142,Camicado Estante Elite,Casa & Decoração,Móveis,Camicado,2390.52,2390.52,True,4.5,1982,https://cdn.marketplace.com.br/img/142.jpg,2025-05-27 00:00:00+00:00,True
143,Tok&Stok Mesa Classic,Casa & Decoração,Móveis,Tok&Stok,2614.75,2614.75,True,5.0,489,https://cdn.marketplace.com.br/img/143.jpg,2025-02-12 00:00:00+00:00,True
144,Etna Edredom Neo,Casa & Decoração,Cama & Banho,Etna,2706.0,2706.0,True,3.5,822,https://cdn.marketplace.com.br/img/144.jpg,2025-10-05 00:00:00+00:00,True
145,Tramontina Spot LED Ultra,Casa & Decoração,Iluminação,Tramontina,1153.55,1153.55,True,4.6,736,https://cdn.marketplace.com.br/img/145.jpg,2025-03-17 00:00:00+00:00,True
146,Camicado Vaso Sport,Casa & Decoração,Decoração,Camicado,2282.75,2282.75,True,2.5,1764,https://cdn.marketplace.com.br/img/146.jpg,2025-04-06 00:00:00+00:00,True
147,Camicado Spot LED Ultra,Casa & Decoração,Iluminação,Camicado,455.96,603.32,True,3.9,793,https://cdn.marketplace.com.br/img/147.jpg,2025-03-16 00:00:00+00:00,True
148,Tok&Stok Frigideira Max,Casa & Decoração,Cozinha,Tok&Stok,322.13,322.13,True,3.0,751,https://cdn.marketplace.com.br/img/148.jpg,2025-07-30 00:00:00+00:00,True
149,Etna Toalha Plus,Casa & Decoração,Cama & Banho,Etna,832.32,832.32,True,,0,https://cdn.marketplace.com.br/img/149.jpg,2025-04-14 00:00:00+00:00,True
150,Tramontina Jogo de Talheres Elite,Casa & Decoração,Cozinha,Tramontina,1608.59,2384.25,True,2.9,1910,https://cdn.marketplace.com.br/img/150.jpg,2025-04-14 00:00:00+00:00,True
151,Etna Jogo de Talheres Prime,Casa & Decoração,Cozinha,Etna,1921.1,1921.1,True,4.3,984,https://cdn.marketplace.com.br/img/151.jpg,2025-09-03 00:00:00+00:00,True
152,Etna Estante Ultra,Casa & Decoração,Móveis,Etna,920.04,920.04,True,4.7,1191,https://cdn.marketplace.com.br/img/152.jpg,2025-06-14 00:00:00+00:00,True
153,Tok&Stok Spot LED Plus,Casa & Decoração,Iluminação,Tok&Stok,327.92,475.79,True,2.8,805,https://cdn.marketplace.com.br/img/153.jpg,2025-08-12 00:00:00+00:00,True
